latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.57469,126.96,37.0,32400,Asia/Seoul,GMT+9

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm)
2023-11-01,21.9,14.4,17.0,6.50
2023-11-02,23.0,14.5,17.8,0.00
2023-11-03,19.3,15.2,16.8,11.90
2023-11-04,20.2,13.9,16.4,2.00
2023-11-05,19.8,12.6,15.8,31.00
2023-11-06,18.9,6.7,13.9,34.90
2023-11-07,7.0,2.2,4.5,0.10
2023-11-08,12.8,-0.4,6.2,0.00
2023-11-09,18.0,4.2,10.4,3.60
2023-11-10,6.9,-0.6,2.3,0.00
2023-11-11,4.2,-3.2,-0.1,0.00
2023-11-12,3.4,-4.4,-0.8,0.00
2023-11-13,4.5,-4.9,-0.7,0.00
2023-11-14,8.1,-2.7,2.6,0.00
2023-11-15,10.7,-1.9,4.4,0.00
2023-11-16,7.5,2.5,5.1,9.50
2023-11-17,3.9,-3.5,0.6,0.50
2023-11-18,4.0,-4.6,-1.3,0.00
2023-11-19,12.6,-3.4,3.8,0.20
2023-11-20,8.8,-2.3,3.0,0.00
2023-11-21,11.3,-1.4,3.8,0.00
2023-11-22,12.6,0.0,5.7,0.00
2023-11-23,13.0,1.4,8.9,0.40
2023-11-24,0.4,-5.3,-2.8,0.00
2023-11-25,0.6,-6.8,-3.5,0.00
2023-11-26,5.4,-1.7,1.6,0.00
2023-11-27,8.7,3.7,5.3,3.60
2023-11-28,3.2,-4.2,-0.8,0.00
2023-11-29,0.1,-5.8,-2.7,0.10
2023-11-30,-2.1,-7.7,-5.3,0.00
2023-12-01,0.6,-7.1,-4.1,0.00
2023-12-02,6.3,-5.6,-0.1,0.20
2023-12-03,3.3,-5.6,-1.6,0.00
2023-12-04,6.8,-4.9,-0.5,0.00
2023-12-05,9.5,0.8,4.1,0.00
2023-12-06,9.4,-0.2,4.6,11.10
2023-12-07,10.5,-3.1,4.0,0.00
2023-12-08,15.6,3.6,9.1,0.00
2023-12-09,15.3,7.4,10.7,0.20
2023-12-10,13.9,2.1,7.7,0.10
2023-12-11,10.2,3.4,7.8,14.30
2023-12-12,7.7,1.3,4.0,0.80
2023-12-13,10.0,-1.9,4.2,0.60
2023-12-14,7.2,5.4,6.5,19.80
2023-12-15,5.3,3.1,4.5,18.90
2023-12-16,2.9,-10.9,-4.0,0.40
2023-12-17,-7.0,-12.8,-10.3,0.00
2023-12-18,-3.6,-11.0,-7.7,0.00
2023-12-19,0.0,-8.1,-4.3,0.00
2023-12-20,-3.9,-11.4,-7.6,0.10
2023-12-21,-8.1,-14.5,-11.8,0.00
2023-12-22,-8.1,-14.9,-12.0,0.00
2023-12-23,-2.4,-12.2,-7.9,0.00
2023-12-24,1.0,-5.4,-3.5,0.60
2023-12-25,1.9,-6.2,-2.7,0.50
2023-12-26,6.0,-5.3,-0.8,0.00
2023-12-27,5.5,-6.5,-0.9,0.00
2023-12-28,4.5,-3.7,-0.4,0.00
2023-12-29,4.5,-3.5,-0.1,0.00
2023-12-30,1.2,-3.9,-0.8,11.40
2023-12-31,5.4,-2.4,1.4,2.20
2024-01-01,6.7,-3.6,0.7,0.00
2024-01-02,4.0,-1.7,1.0,0.10
2024-01-03,3.1,-3.7,-0.2,0.10
2024-01-04,5.2,-5.6,-0.6,0.00
2024-01-05,8.0,-2.0,2.6,0.60
2024-01-06,3.5,-6.3,-1.9,0.40
2024-01-07,-2.7,-9.0,-5.5,0.00
2024-01-08,-1.8,-10.0,-6.1,0.00
2024-01-09,1.0,-3.4,-1.2,2.40
2024-01-10,3.7,-6.9,-2.8,0.00
2024-01-11,4.8,-6.1,-1.4,0.00
2024-01-12,3.3,-6.4,-2.1,0.00
2024-01-13,3.2,-6.6,-2.9,0.00
2024-01-14,3.4,-5.8,-2.1,2.70
2024-01-15,0.6,-8.5,-5.0,0.00
2024-01-16,2.1,-8.6,-3.9,0.00
2024-01-17,1.1,-5.7,-1.6,7.70
2024-01-18,9.8,-0.7,2.7,1.00
2024-01-19,7.4,0.9,3.2,0.00
2024-01-20,4.0,0.4,1.7,2.20
2024-01-21,2.5,-3.0,0.6,0.10
2024-01-22,-4.2,-12.4,-8.6,0.00
2024-01-23,-9.0,-15.0,-12.3,0.00
2024-01-24,-4.3,-12.0,-8.9,0.00
2024-01-25,-0.8,-9.2,-6.0,0.00
2024-01-26,3.1,-7.5,-3.6,0.00
2024-01-27,4.1,-7.3,-2.4,0.00
2024-01-28,1.5,-6.7,-3.1,0.00
2024-01-29,3.9,-6.5,-2.4,0.00
2024-01-30,6.3,-5.8,-0.6,0.00
2024-01-31,8.8,-3.8,1.6,0.00
2024-02-01,5.6,-3.7,0.1,0.00
2024-02-02,4.9,-3.2,1.0,0.00
2024-02-03,6.8,-3.0,1.4,1.40
2024-02-04,9.3,0.8,4.1,0.00
2024-02-05,2.6,-0.9,1.4,7.60
2024-02-06,3.7,-1.8,0.5,1.00
2024-02-07,2.9,-5.7,-1.4,0.00
2024-02-08,3.5,-5.0,-1.7,0.00
2024-02-09,4.3,-4.5,-1.2,0.00
2024-02-10,6.5,-5.3,-0.9,0.00
2024-02-11,5.1,-7.1,-1.7,0.00
2024-02-12,8.6,-6.2,0.1,0.00
2024-02-13,13.0,-0.3,5.6,0.00
2024-02-14,16.3,4.0,9.3,1.00
2024-02-15,8.9,-1.6,4.4,8.60
2024-02-16,6.1,-4.8,-0.1,0.00
2024-02-17,8.4,-4.7,1.2,0.00
2024-02-18,9.2,-2.8,4.0,8.50
2024-02-19,11.9,2.1,8.8,8.60
2024-02-20,6.7,0.3,2.8,2.00
2024-02-21,2.7,0.1,1.7,15.30
2024-02-22,0.9,-2.1,-0.6,5.70
2024-02-23,5.8,-2.6,0.6,0.20
2024-02-24,6.0,-3.7,0.6,2.10
2024-02-25,5.6,-2.2,1.7,2.10
2024-02-26,8.1,-3.4,1.8,0.00
2024-02-27,8.5,-2.8,2.2,0.00
2024-02-28,7.9,1.1,3.9,0.00
2024-02-29,7.5,-1.9,2.8,0.10
2024-03-01,-1.3,-7.9,-4.9,0.00
2024-03-02,4.4,-8.3,-2.0,3.60
2024-03-03,7.6,-4.3,1.6,0.40
2024-03-04,9.0,-5.3,2.1,0.00
2024-03-05,10.5,2.5,5.3,0.60
2024-03-06,8.9,-1.3,4.0,0.00
2024-03-07,7.1,-1.3,2.6,2.10
2024-03-08,5.9,-4.3,0.1,0.00
2024-03-09,5.8,-5.6,-0.6,0.00
2024-03-10,8.3,-3.9,1.7,0.00
2024-03-11,9.6,-1.6,3.8,0.40
2024-03-12,10.0,-0.1,4.6,1.70
2024-03-13,10.5,-2.4,3.6,0.00
2024-03-14,12.9,-0.9,5.0,0.00
2024-03-15,12.4,-0.7,5.3,0.00
2024-03-16,15.4,-0.4,7.5,0.00
2024-03-17,10.1,3.4,7.0,0.10
2024-03-18,11.4,-3.2,4.0,0.00
2024-03-19,10.3,2.1,5.3,0.70
2024-03-20,7.7,-0.7,3.2,0.00
2024-03-21,9.9,-2.5,3.0,0.00
2024-03-22,15.8,0.3,7.8,16.30
2024-03-23,16.2,7.5,10.5,1.30
2024-03-24,19.3,5.3,11.9,0.00
2024-03-25,12.4,5.6,8.7,2.50
2024-03-26,12.1,1.9,6.1,12.40
2024-03-27,14.7,1.6,7.6,0.00
2024-03-28,12.0,6.6,8.8,3.00
2024-03-29,13.1,2.7,7.1,5.00
2024-03-30,14.2,0.5,6.4,1.00
2024-03-31,14.4,0.1,7.2,0.00
2024-04-01,16.2,3.1,8.9,0.00
2024-04-02,21.2,2.8,11.6,0.00
2024-04-03,16.3,9.7,12.6,0.50
2024-04-04,18.4,9.2,12.9,0.00
2024-04-05,16.2,6.8,11.8,0.10
2024-04-06,16.6,4.6,9.8,0.00
2024-04-07,20.8,4.1,11.8,0.00
2024-04-08,20.7,6.7,13.3,0.00
2024-04-09,17.5,8.0,12.2,0.00
2024-04-10,17.7,6.2,11.7,0.00
2024-04-11,19.2,8.5,12.8,0.50
2024-04-12,22.5,6.6,14.1,0.00
2024-04-13,26.4,8.6,16.1,0.00
2024-04-14,28.1,9.2,18.0,0.00
2024-04-15,17.7,10.2,14.9,19.10
2024-04-16,15.7,7.3,11.6,0.80
2024-04-17,20.9,6.8,11.9,0.00
2024-04-18,23.5,8.4,14.7,0.00
2024-04-19,21.4,7.1,14.4,0.00
2024-04-20,15.2,11.9,13.1,5.70
2024-04-21,20.6,12.2,15.8,0.10
2024-04-22,23.4,13.3,16.9,0.00
2024-04-23,22.2,10.3,15.5,1.20
2024-04-24,17.4,9.5,12.8,12.10
2024-04-25,19.8,9.5,12.7,0.00
2024-04-26,23.8,8.6,15.1,0.00
2024-04-27,24.4,9.2,15.5,0.00
2024-04-28,26.7,10.3,17.5,0.00
2024-04-29,23.6,13.6,18.0,0.00
2024-04-30,22.2,11.4,16.0,0.00
2024-05-01,22.0,12.3,16.3,0.20
2024-05-02,22.9,9.5,16.1,0.00
2024-05-03,27.8,9.7,17.4,0.00
2024-05-04,27.1,12.0,19.1,0.00
2024-05-05,18.9,14.8,17.2,66.80
2024-05-06,14.6,12.9,13.7,6.20
2024-05-07,15.2,11.7,13.1,1.90
2024-05-08,19.5,7.5,13.3,0.20
2024-05-09,19.5,8.1,14.0,0.00
2024-05-10,21.7,8.8,15.1,0.00
2024-05-11,21.6,11.5,15.8,16.20
2024-05-12,21.2,10.2,15.2,0.00
2024-05-13,22.4,10.2,16.0,0.00
2024-05-14,21.9,9.7,16.1,0.00
2024-05-15,18.1,6.6,12.3,22.70
2024-05-16,18.1,6.0,11.6,3.40
2024-05-17,22.1,7.0,15.0,0.00
2024-05-18,24.0,11.3,17.5,0.00
2024-05-19,25.3,11.8,18.1,0.00
2024-05-20,20.9,14.2,17.5,2.10
2024-05-21,25.5,13.8,18.9,0.00
2024-05-22,23.2,14.0,17.8,0.00
2024-05-23,24.0,13.3,17.6,0.00
2024-05-24,24.8,14.0,18.8,0.00
2024-05-25,24.8,17.7,19.9,0.00
2024-05-26,22.5,15.3,18.5,7.10
2024-05-27,22.9,12.6,17.6,0.00
2024-05-28,23.8,11.7,17.8,0.00
2024-05-29,25.5,12.9,18.8,0.00
2024-05-30,23.1,14.0,18.7,0.00
2024-05-31,23.4,13.5,18.7,0.30
2024-06-01,25.8,15.1,19.7,1.70
2024-06-02,26.0,12.3,19.0,0.00
2024-06-03,27.3,13.8,20.6,0.00
2024-06-04,29.3,13.8,21.2,0.00
2024-06-05,29.7,16.0,22.4,0.00
2024-06-06,29.5,17.1,22.5,0.20
2024-06-07,27.2,15.2,21.0,0.00
2024-06-08,23.7,16.7,19.4,15.80
2024-06-09,27.3,15.3,20.8,0.00
2024-06-10,29.5,16.0,22.4,0.00
2024-06-11,30.4,18.5,23.0,0.00
2024-06-12,30.6,15.7,23.2,0.00
2024-06-13,31.8,18.2,24.6,0.00
2024-06-14,32.9,18.1,24.9,0.00
2024-06-15,27.7,20.2,22.7,7.20
2024-06-16,28.6,16.8,22.3,0.10
2024-06-17,28.8,16.6,22.3,0.00
2024-06-18,31.2,17.4,23.5,0.00
2024-06-19,34.7,18.0,26.2,0.00
2024-06-20,35.6,20.0,27.2,0.00
2024-06-21,32.6,21.3,26.4,0.00
2024-06-22,24.7,22.6,23.3,26.30
2024-06-23,28.6,20.7,24.0,7.20
2024-06-24,26.6,19.6,22.6,11.10
2024-06-25,24.9,16.2,20.9,1.00
2024-06-26,29.0,16.5,22.2,0.30
2024-06-27,30.1,18.9,24.5,0.00
2024-06-28,30.8,19.3,24.5,0.00
2024-06-29,32.7,19.4,25.4,34.50
2024-06-30,24.8,20.9,22.9,4.50
2024-07-01,29.8,20.3,24.1,0.00
2024-07-02,24.2,21.8,23.1,57.70
2024-07-03,26.5,22.6,24.1,5.50
2024-07-04,28.8,21.1,24.9,4.10
2024-07-05,24.8,21.1,23.1,1.90
2024-07-06,29.8,20.9,24.3,25.10
2024-07-07,27.3,19.3,23.4,18.10
2024-07-08,25.3,21.9,23.1,37.70
2024-07-09,26.4,20.5,23.2,8.30
2024-07-10,30.1,22.1,25.5,15.10
2024-07-11,27.1,21.2,23.6,0.40
2024-07-12,30.1,20.7,24.4,0.60
2024-07-13,31.1,21.8,25.8,5.60
2024-07-14,30.5,22.3,25.9,1.40
2024-07-15,30.8,22.0,26.4,0.30
2024-07-16,29.8,23.2,25.5,17.80
2024-07-17,26.9,22.3,24.7,89.60
2024-07-18,25.4,23.3,24.4,60.60
2024-07-19,29.0,23.1,25.2,1.20
2024-07-20,29.6,22.4,25.3,25.80
2024-07-21,29.0,22.7,25.5,7.40
2024-07-22,27.6,24.6,26.1,41.40
2024-07-23,26.5,23.7,24.9,26.20
2024-07-24,30.5,23.7,25.9,3.40
2024-07-25,31.9,23.1,27.2,5.50
2024-07-26,32.8,24.8,27.4,18.00
2024-07-27,30.0,25.2,27.0,39.40
2024-07-28,31.0,25.9,28.0,0.40
2024-07-29,28.3,25.3,26.6,2.10
2024-07-30,30.3,24.7,26.8,0.90
2024-07-31,31.3,24.7,27.4,0.70
2024-08-01,31.9,25.0,28.1,1.00
2024-08-02,30.1,25.3,27.4,11.10
2024-08-03,31.9,24.3,27.8,5.60
2024-08-04,33.4,24.1,28.9,0.00
2024-08-05,31.5,25.7,28.1,15.70
2024-08-06,31.0,24.9,27.7,3.20
2024-08-07,30.9,24.4,27.2,2.20
2024-08-08,29.4,23.2,26.4,6.50
2024-08-09,31.9,24.2,27.2,0.00
2024-08-10,32.1,24.2,27.8,0.00
2024-08-11,32.7,25.0,28.5,0.40
2024-08-12,32.3,25.9,29.0,0.40
2024-08-13,33.6,25.4,28.8,0.60
2024-08-14,32.7,25.3,28.4,0.10
2024-08-15,32.3,25.6,28.0,8.40
2024-08-16,31.8,24.9,28.2,0.10
2024-08-17,32.4,25.3,28.1,2.10
2024-08-18,32.3,24.2,27.1,21.20
2024-08-19,32.6,24.8,27.8,6.90
2024-08-20,34.0,25.6,28.8,10.10
2024-08-21,28.7,25.3,26.4,71.50
2024-08-22,30.9,25.0,27.4,5.90
2024-08-23,29.5,24.2,26.3,4.30
2024-08-24,29.5,22.5,25.8,0.80
2024-08-25,30.6,24.2,26.8,0.70
2024-08-26,29.3,23.4,26.4,0.80
2024-08-27,26.6,22.1,24.2,2.00
2024-08-28,31.4,20.9,26.1,0.00
2024-08-29,30.8,20.9,26.0,0.00
2024-08-30,31.2,21.2,26.0,0.00
2024-08-31,29.9,19.4,24.7,0.00
2024-09-01,28.3,20.8,24.5,0.00
2024-09-02,25.5,20.4,22.7,27.00
2024-09-03,29.3,20.5,24.2,0.00
2024-09-04,29.9,19.9,24.6,0.00
2024-09-05,27.5,22.6,24.8,2.00
2024-09-06,25.9,21.5,23.7,1.70
2024-09-07,29.1,21.1,24.3,1.70
2024-09-08,29.9,20.1,24.6,0.00
2024-09-09,31.2,22.3,26.4,0.00
2024-09-10,31.4,23.4,27.0,0.40
2024-09-11,32.7,22.7,26.9,8.30
2024-09-12,25.3,24.0,24.7,28.40
2024-09-13,27.6,23.4,24.9,17.20
2024-09-14,29.3,23.5,25.8,1.60
2024-09-15,29.8,22.2,25.3,0.60
2024-09-16,31.0,20.5,25.4,0.70
2024-09-17,30.8,24.7,27.2,5.60
2024-09-18,29.7,23.7,26.6,10.90
2024-09-19,29.4,24.5,26.4,1.50
2024-09-20,26.9,16.9,24.2,69.60
2024-09-21,21.7,17.1,19.0,28.30
2024-09-22,23.6,17.3,19.9,0.30
2024-09-23,23.7,14.8,18.8,0.00
2024-09-24,23.5,13.7,18.2,0.00
2024-09-25,25.9,16.1,20.7,0.50
2024-09-26,26.0,18.6,21.3,3.40
2024-09-27,26.0,16.4,21.0,0.30
2024-09-28,26.0,17.8,21.3,0.00
2024-09-29,26.5,17.8,21.4,0.00
2024-09-30,25.4,15.8,20.3,0.00
2024-10-01,20.2,12.2,17.2,5.80
2024-10-02,17.9,9.6,12.9,0.00
2024-10-03,20.1,7.8,13.6,0.00
2024-10-04,20.9,8.5,14.4,0.00
2024-10-05,21.1,8.7,14.4,0.00
2024-10-06,16.7,9.0,13.3,0.10
2024-10-07,19.8,12.2,15.5,0.00
2024-10-08,20.5,9.9,15.5,0.50
2024-10-09,21.9,11.8,16.5,0.00
2024-10-10,21.0,12.7,16.5,0.30
2024-10-11,21.6,11.1,15.8,0.00
2024-10-12,20.8,9.8,15.1,0.00
2024-10-13,22.3,10.0,15.8,0.00
2024-10-14,21.1,15.2,17.7,0.20
2024-10-15,21.5,14.6,17.4,2.30
2024-10-16,21.2,12.6,15.6,0.00
2024-10-17,23.2,10.3,16.5,0.00
2024-10-18,18.5,15.2,16.1,41.10
2024-10-19,20.5,11.5,15.7,9.50
2024-10-20,16.8,9.0,12.1,0.00
2024-10-21,17.2,7.7,12.4,0.80
2024-10-22,16.6,12.9,14.9,13.70
2024-10-23,15.0,7.2,11.9,0.80
2024-10-24,16.5,4.6,10.6,0.00
2024-10-25,19.4,6.1,11.9,0.00
2024-10-26,21.5,9.5,14.7,0.00
2024-10-27,17.8,11.8,14.5,0.10
2024-10-28,19.1,9.4,14.0,0.10
2024-10-29,16.9,9.1,13.1,0.20
2024-10-30,18.3,8.8,13.3,0.00
2024-10-31,19.5,7.7,12.7,0.00
2024-11-01,17.2,8.9,12.6,0.00
2024-11-02,22.6,10.2,15.6,0.00
2024-11-03,20.9,9.3,14.6,1.10
2024-11-04,16.9,7.8,13.3,1.10
2024-11-05,12.9,4.9,8.1,0.00
2024-11-06,9.8,1.7,5.3,0.00
2024-11-07,11.6,-0.3,5.0,0.00
2024-11-08,14.6,-0.5,6.5,0.00
2024-11-09,17.2,4.2,9.7,0.00
2024-11-10,17.3,7.5,10.9,0.00
2024-11-11,17.7,8.5,12.0,0.00
2024-11-12,16.6,6.9,11.3,0.00
2024-11-13,18.2,6.5,11.7,0.00
2024-11-14,15.4,9.9,12.6,0.20
2024-11-15,18.4,11.4,14.1,0.00
2024-11-16,20.2,12.7,15.4,5.70
2024-11-17,13.1,2.4,6.8,0.10
2024-11-18,5.5,-1.4,1.7,0.00
2024-11-19,6.9,-0.9,2.4,0.00
2024-11-20,9.4,0.9,4.8,0.00
2024-11-21,12.9,3.5,7.4,1.10
2024-11-22,9.1,1.8,5.2,0.00
2024-11-23,9.8,-0.5,4.2,0.00
2024-11-24,10.9,1.0,5.4,0.00
2024-11-25,14.1,1.9,8.0,0.00
2024-11-26,11.1,1.6,6.7,21.30
2024-11-27,1.2,-2.3,-0.7,10.90
2024-11-28,1.1,-5.2,-1.9,0.70
2024-11-29,0.9,-7.8,-2.8,0.00
2024-11-30,4.0,-4.5,0.0,0.00
2024-12-01,4.7,-2.9,1.1,0.30
2024-12-02,12.5,-0.4,5.4,0.20
2024-12-03,2.3,-4.3,-1.1,0.00
2024-12-04,3.8,-2.1,0.3,0.00
2024-12-05,6.6,-1.9,1.4,0.00
2024-12-06,3.3,-2.6,0.1,0.00
2024-12-07,1.6,-3.5,-1.7,0.00
2024-12-08,2.2,-4.9,-2.0,0.00
2024-12-09,3.7,-4.5,-1.2,0.00
2024-12-10,5.1,-2.5,0.3,0.00
2024-12-11,5.1,-2.3,0.4,0.00
2024-12-12,2.8,-4.6,-1.5,0.00
2024-12-13,2.9,-2.3,-0.5,0.00
2024-12-14,0.9,-5.0,-2.3,0.00
2024-12-15,4.4,-2.7,-0.1,0.00
2024-12-16,2.6,-3.8,-1.3,0.00
2024-12-17,0.8,-4.0,-2.0,0.00
2024-12-18,-1.2,-6.8,-4.3,0.00
2024-12-19,1.7,-6.5,-3.2,0.00
2024-12-20,2.7,-3.3,-0.8,0.80
2024-12-21,0.8,-6.2,-1.5,0.70
2024-12-22,-2.0,-8.7,-5.9,0.00
2024-12-23,3.3,-9.5,-3.5,0.00
2024-12-24,1.1,-6.6,-2.9,0.00
2024-12-25,4.2,-4.9,-0.1,0.30
2024-12-26,1.7,-5.2,-1.5,0.00
2024-12-27,0.3,-6.0,-3.5,0.00
2024-12-28,-0.2,-6.7,-3.9,0.00
2024-12-29,3.1,-5.3,-1.4,0.00
2024-12-30,8.5,-0.9,3.2,0.30
2024-12-31,2.1,-3.6,-1.1,0.10
2025-01-01,6.8,-3.4,0.7,0.00
2025-01-02,4.2,-4.1,-1.1,0.00
2025-01-03,1.1,-5.5,-2.6,0.00
2025-01-04,2.8,-5.4,-1.9,0.00
2025-01-05,3.1,-1.7,0.5,7.10
2025-01-06,1.3,-5.2,-1.6,3.10
2025-01-07,-0.1,-10.0,-4.6,0.00
2025-01-08,0.1,-6.8,-4.2,0.00
2025-01-09,-7.4,-12.4,-10.6,0.00
2025-01-10,-3.7,-12.4,-8.7,0.00
2025-01-11,-2.4,-10.1,-6.3,0.00
2025-01-12,1.1,-7.6,-3.8,0.00
2025-01-13,4.0,-5.0,-1.2,0.70
2025-01-14,5.3,-2.4,0.9,0.50
2025-01-15,-2.5,-6.1,-4.3,0.00
2025-01-16,2.3,-5.1,-1.6,0.10
2025-01-17,3.2,-6.9,-2.7,0.00
2025-01-18,4.5,-4.2,-1.0,0.00
2025-01-19,6.2,-2.9,0.7,0.00
2025-01-20,4.9,-1.0,1.4,0.10
2025-01-21,5.1,-2.9,0.1,0.00
2025-01-22,4.7,-2.0,0.8,0.20
2025-01-23,4.5,-3.6,-0.6,0.00
2025-01-24,7.4,-3.2,0.6,0.00
2025-01-25,7.9,-0.5,2.6,0.00
2025-01-26,5.7,-0.8,2.1,0.00
2025-01-27,1.8,-4.5,-0.8,5.30
2025-01-28,-4.5,-6.3,-5.4,0.10
2025-01-29,-4.5,-9.0,-6.7,0.00
2025-01-30,-1.4,-8.8,-5.1,0.00
2025-01-31,-0.2,-3.9,-1.9,2.10
2025-02-01,7.1,-4.7,0.3,0.00
2025-02-02,5.1,-3.7,0.0,0.00
2025-02-03,-0.9,-9.1,-5.4,0.00
2025-02-04,-6.7,-13.7,-10.2,0.00
2025-02-05,-4.6,-11.9,-9.1,0.00
2025-02-06,-1.2,-11.6,-6.5,1.00
2025-02-07,-8.3,-11.9,-9.7,0.90
2025-02-08,-4.2,-12.8,-9.0,0.00
2025-02-09,-1.0,-11.3,-6.7,0.00
2025-02-10,0.4,-9.6,-5.1,0.20
2025-02-11,4.6,-8.1,-2.1,0.00
2025-02-12,2.4,-3.8,-0.4,2.30
2025-02-13,4.1,-7.0,-1.3,0.00
2025-02-14,8.0,-2.4,1.6,0.00
2025-02-15,6.4,-2.9,1.2,0.00
2025-02-16,8.5,-1.4,2.4,0.00
2025-02-17,1.8,-4.0,-1.6,0.00
2025-02-18,0.9,-5.4,-3.0,0.00
2025-02-19,0.2,-7.0,-3.8,0.00
2025-02-20,1.1,-6.3,-3.4,0.00
2025-02-21,1.6,-6.4,-3.2,0.00
2025-02-22,1.5,-6.0,-3.0,0.00
2025-02-23,0.1,-6.4,-3.9,0.00
2025-02-24,3.5,-5.7,-2.1,0.00
2025-02-25,5.5,-2.8,1.1,0.10
2025-02-26,7.1,-3.5,1.4,0.00
2025-02-27,10.7,-2.9,2.9,0.00
2025-02-28,9.4,0.8,4.5,0.00
2025-03-01,10.4,-0.6,3.9,2.60
2025-03-02,12.1,1.5,5.2,15.20
2025-03-03,4.8,-0.7,1.5,9.80
2025-03-04,2.7,-0.4,1.1,3.30
2025-03-05,6.6,0.9,2.9,0.00
2025-03-06,8.9,-1.9,3.1,0.00
2025-03-07,8.3,-2.6,2.7,0.00
2025-03-08,8.6,0.7,4.1,0.00
2025-03-09,10.3,-1.9,3.9,0.00
2025-03-10,12.3,-1.0,5.1,0.00
2025-03-11,13.2,-0.4,6.2,0.00
2025-03-12,10.8,3.5,6.8,0.10
2025-03-13,13.6,1.1,7.2,0.00
2025-03-14,16.9,3.2,10.0,0.00
2025-03-15,15.1,4.9,9.6,0.40
2025-03-16,7.8,0.3,4.4,1.30
2025-03-17,4.9,-3.5,0.9,0.30
2025-03-18,4.1,-1.6,0.8,2.80
2025-03-19,5.3,-3.9,0.7,0.00
2025-03-20,13.1,-1.3,5.2,0.00
2025-03-21,15.6,3.1,8.4,0.00
2025-03-22,17.0,4.6,10.1,0.00
2025-03-23,21.3,4.4,12.1,0.00
2025-03-24,18.6,9.3,12.8,0.80
2025-03-25,20.4,7.2,10.7,0.30
2025-03-26,22.9,3.6,13.0,0.00
2025-03-27,19.7,7.3,13.0,5.10
2025-03-28,11.1,2.3,6.2,0.00
2025-03-29,6.5,-1.0,2.2,2.40
2025-03-30,6.2,-3.0,1.8,0.40
2025-03-31,12.0,-1.0,5.2,0.00
2025-04-01,15.1,1.4,8.0,0.00
2025-04-02,13.4,2.8,7.0,0.80
2025-04-03,15.4,1.4,8.0,0.00
2025-04-04,14.4,4.6,9.2,0.00
2025-04-05,9.0,5.4,7.1,14.40
2025-04-06,13.7,4.2,8.2,0.00
2025-04-07,18.8,3.4,10.8,0.00
2025-04-08,17.7,6.5,12.0,0.00
2025-04-09,17.0,5.7,10.6,0.80
2025-04-10,18.9,5.4,11.6,0.20
2025-04-11,22.7,6.1,14.4,0.00
2025-04-12,23.4,1.7,13.7,14.60
2025-04-13,6.9,1.0,4.1,9.70
2025-04-14,8.4,2.0,4.5,11.80
2025-04-15,12.8,0.0,6.2,0.00
2025-04-16,20.4,4.0,11.7,0.10
2025-04-17,23.2,11.7,17.1,0.10
2025-04-18,21.3,12.8,16.0,0.00
2025-04-19,17.9,10.5,13.6,22.40
2025-04-20,22.0,10.0,15.1,0.00
2025-04-21,24.5,11.8,17.9,0.00
2025-04-22,17.7,14.9,16.5,28.50
2025-04-23,21.0,9.2,14.9,0.00
2025-04-24,17.7,8.6,12.7,0.00
2025-04-25,16.0,5.8,10.6,0.00
2025-04-26,16.7,5.7,11.4,0.00
2025-04-27,17.1,8.2,12.5,0.00
2025-04-28,18.9,7.8,12.7,0.00
2025-04-29,18.0,6.7,12.2,0.00
2025-04-30,23.4,8.5,15.6,0.00
2025-05-01,14.6,10.5,13.0,18.40
2025-05-02,17.6,7.3,12.2,0.00
2025-05-03,13.0,9.0,10.5,10.00
2025-05-04,17.6,7.5,12.1,0.00
2025-05-05,13.6,7.2,10.8,0.40
2025-05-06,18.3,6.7,12.7,0.00
2025-05-07,18.3,8.2,13.0,0.10
2025-05-08,22.5,8.5,15.3,0.00
2025-05-09,15.2,13.4,14.2,31.20
2025-05-10,14.3,10.9,12.4,8.70
2025-05-11,19.1,8.9,13.6,0.00
2025-05-12,21.2,8.7,15.2,0.00
2025-05-13,24.1,13.1,18.0,0.00
2025-05-14,25.7,12.3,18.9,0.40
2025-05-15,22.7,15.7,18.2,3.60
2025-05-16,23.0,15.8,18.3,18.50
2025-05-17,23.2,14.2,17.5,4.00
2025-05-18,19.5,9.8,14.1,0.00
2025-05-19,19.6,9.9,15.1,0.20
2025-05-20,25.5,16.3,20.5,0.60
2025-05-21,29.5,19.1,23.5,0.10
2025-05-22,26.8,18.4,21.9,0.20
2025-05-23,23.9,14.7,19.6,2.30
2025-05-24,17.5,13.6,15.2,0.80
2025-05-25,21.1,10.7,16.0,0.00
2025-05-26,25.9,12.2,18.6,0.00
2025-05-27,27.0,13.5,19.9,0.20
2025-05-28,26.4,14.3,19.4,2.60
2025-05-29,26.5,14.6,20.6,0.60
2025-05-30,28.5,16.4,22.6,0.00
2025-05-31,28.8,16.6,22.1,0.00
2025-06-01,29.5,16.6,22.6,0.00
2025-06-02,23.9,19.1,20.8,0.70
2025-06-03,25.3,16.9,20.7,0.50
2025-06-04,25.1,15.2,20.3,0.00
2025-06-05,27.2,15.3,21.3,0.00
2025-06-06,29.9,18.7,23.5,0.00
2025-06-07,27.8,18.8,22.9,1.00
2025-06-08,31.0,20.3,24.6,0.90
