latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
36.309315,127.38281,60.0,32400,Asia/Seoul,GMT+9

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm)
2024-10-06,18.5,11.5,15.7,1.10
2024-10-07,19.6,13.8,16.4,6.60
2024-10-08,21.1,13.1,16.9,0.00
2024-10-09,22.6,12.0,17.4,0.00
2024-10-10,21.6,12.5,17.0,0.60
2024-10-11,22.5,11.0,16.9,0.00
2024-10-12,21.8,10.5,16.6,0.00
2024-10-13,23.2,9.4,16.7,0.00
2024-10-14,20.2,13.7,17.3,17.00
2024-10-15,21.6,15.8,18.4,5.90
2024-10-16,22.8,14.8,18.3,0.00
2024-10-17,23.2,13.2,17.7,0.00
2024-10-18,23.9,15.4,19.6,47.00
2024-10-19,20.4,12.9,17.7,2.80
2024-10-20,16.3,10.3,13.0,0.00
2024-10-21,18.6,9.8,14.4,1.60
2024-10-22,19.3,14.8,17.0,12.90
2024-10-23,16.8,8.1,13.5,1.80
2024-10-24,16.5,7.4,11.1,0.00
2024-10-25,20.3,7.7,14.0,0.00
2024-10-26,22.5,11.5,16.7,0.00
2024-10-27,19.3,11.5,15.3,0.50
2024-10-28,19.7,11.3,15.1,0.10
2024-10-29,19.0,12.9,15.1,0.20
2024-10-30,19.1,10.6,14.2,0.00
2024-10-31,21.1,8.4,14.2,0.00
2024-11-01,15.3,11.2,13.3,12.30
2024-11-02,22.5,13.2,16.7,4.70
2024-11-03,21.5,10.0,15.4,0.00
2024-11-04,19.7,8.5,14.3,1.60
2024-11-05,14.3,5.9,9.3,0.00
2024-11-06,11.6,3.0,6.6,0.00
2024-11-07,14.1,1.0,7.8,0.00
2024-11-08,17.6,5.0,11.1,0.00
2024-11-09,18.4,5.1,11.3,0.00
2024-11-10,18.5,9.3,13.1,0.00
2024-11-11,19.1,9.2,13.3,0.00
2024-11-12,17.6,7.9,11.6,0.00
2024-11-13,20.0,6.4,12.6,0.00
2024-11-14,19.3,7.9,12.7,1.80
2024-11-15,17.6,12.2,14.1,1.10
2024-11-16,21.7,11.8,16.4,1.10
2024-11-17,15.1,3.3,9.1,0.20
2024-11-18,6.1,-0.3,2.5,0.00
2024-11-19,12.0,0.6,5.4,0.00
2024-11-20,11.0,1.8,6.6,0.00
2024-11-21,13.6,5.3,9.1,0.20
2024-11-22,10.4,2.9,6.6,0.00
2024-11-23,11.2,0.2,4.9,0.00
2024-11-24,12.9,0.4,6.2,0.00
2024-11-25,15.8,2.1,8.6,0.70
2024-11-26,12.8,4.5,9.0,14.10
2024-11-27,5.5,-0.3,3.1,5.30
2024-11-28,4.8,-1.0,1.9,2.70
2024-11-29,5.7,-1.1,2.5,0.10
2024-11-30,9.6,-0.9,4.9,0.00
2024-12-01,13.4,3.9,8.1,0.10
2024-12-02,15.2,4.9,9.3,0.50
2024-12-03,4.9,-1.8,1.3,0.00
2024-12-04,6.2,1.2,3.1,0.00
2024-12-05,7.9,-0.2,3.9,0.50
2024-12-06,7.2,0.3,3.4,0.10
2024-12-07,5.0,-1.7,1.0,0.00
2024-12-08,4.0,-3.3,-0.5,0.00
2024-12-09,5.6,-2.0,1.2,0.00
2024-12-10,6.5,-1.2,1.9,0.00
2024-12-11,5.9,-0.8,1.6,0.00
2024-12-12,4.7,-3.2,0.0,0.00
2024-12-13,3.0,-1.3,0.3,0.10
2024-12-14,3.0,-3.7,-0.7,0.00
2024-12-15,5.6,-1.1,1.5,0.70
2024-12-16,5.2,-2.5,1.2,0.50
2024-12-17,5.2,-3.2,0.4,0.00
2024-12-18,-0.4,-4.4,-2.7,0.00
2024-12-19,3.2,-5.7,-2.1,0.00
2024-12-20,5.6,-2.3,1.1,0.40
2024-12-21,3.8,-3.5,0.8,1.20
2024-12-22,1.0,-6.3,-3.3,0.00
2024-12-23,5.5,-4.9,-0.2,0.00
2024-12-24,4.4,-3.9,-0.4,0.00
2024-12-25,6.1,-2.0,1.6,0.00
2024-12-26,4.0,-2.6,1.3,0.00
2024-12-27,1.2,-4.6,-1.6,1.30
2024-12-28,-0.2,-5.5,-2.2,0.00
2024-12-29,4.7,-2.4,0.8,0.00
2024-12-30,9.1,1.7,5.1,0.00
2024-12-31,3.8,-2.5,0.6,0.10
2025-01-01,7.8,-2.3,1.9,0.00
2025-01-02,5.7,-2.6,0.8,0.00
2025-01-03,3.1,-3.7,-0.7,0.20
2025-01-04,5.7,-3.5,0.2,0.00
2025-01-05,7.0,-2.2,2.5,0.20
2025-01-06,4.9,-2.0,1.6,0.40
2025-01-07,1.5,-5.0,-2.0,0.50
2025-01-08,2.3,-4.0,-1.4,0.50
2025-01-09,-3.6,-12.0,-7.7,0.20
2025-01-10,-2.1,-12.0,-6.9,0.00
2025-01-11,-0.8,-6.2,-3.5,0.00
2025-01-12,3.1,-5.3,-1.9,0.00
2025-01-13,4.6,-3.4,0.2,0.00
2025-01-14,8.3,1.1,3.7,0.00
2025-01-15,1.0,-4.8,-2.7,0.00
2025-01-16,4.9,-4.7,-0.3,0.00
2025-01-17,5.1,-4.3,-0.1,0.00
2025-01-18,7.1,-3.9,0.6,0.00
2025-01-19,8.1,-1.9,1.9,0.00
2025-01-20,7.2,-1.1,2.4,0.00
2025-01-21,7.2,-2.2,1.5,0.00
2025-01-22,7.6,-1.4,2.6,0.00
2025-01-23,7.4,-1.9,1.4,0.00
2025-01-24,8.6,-3.1,1.3,0.00
2025-01-25,9.1,-1.6,3.2,0.00
2025-01-26,7.2,-0.6,3.2,0.10
2025-01-27,1.9,-3.1,0.2,5.20
2025-01-28,-0.2,-3.7,-2.1,1.60
2025-01-29,-2.0,-6.3,-3.7,0.00
2025-01-30,1.7,-8.3,-3.7,0.00
2025-01-31,8.6,-2.9,2.3,0.40
2025-02-01,6.3,-0.3,2.3,1.30
2025-02-02,6.9,-1.8,1.3,0.00
2025-02-03,1.0,-5.6,-2.1,0.00
2025-02-04,-4.7,-8.2,-6.4,0.00
2025-02-05,-3.3,-11.6,-6.6,0.00
2025-02-06,0.5,-9.1,-4.7,0.30
2025-02-07,-3.7,-9.6,-6.5,4.50
2025-02-08,-4.3,-10.4,-7.5,0.20
2025-02-09,-0.4,-7.4,-3.5,0.00
2025-02-10,1.1,-4.5,-2.2,0.00
2025-02-11,8.1,-8.2,-0.6,0.00
2025-02-12,3.4,-1.6,0.9,6.80
2025-02-13,5.4,-5.3,-0.3,0.00
2025-02-14,8.6,-1.0,2.7,0.00
2025-02-15,6.3,-2.9,1.4,0.00
2025-02-16,10.7,0.7,4.4,0.00
2025-02-17,3.8,-2.9,-0.2,0.00
2025-02-18,2.5,-4.5,-1.8,0.00
2025-02-19,1.5,-4.9,-2.4,0.00
2025-02-20,2.8,-4.9,-2.2,0.00
2025-02-21,3.0,-4.9,-2.0,0.00
2025-02-22,2.9,-4.5,-1.7,0.10
2025-02-23,1.3,-5.4,-2.8,0.10
2025-02-24,4.5,-4.6,-1.2,0.00
2025-02-25,5.8,-2.9,1.2,0.00
2025-02-26,9.0,-0.7,3.5,0.00
2025-02-27,13.6,-3.5,4.6,0.00
2025-02-28,14.6,3.3,7.7,0.00
2025-03-01,8.8,-0.3,4.3,0.80
2025-03-02,16.4,4.3,9.1,5.50
2025-03-03,6.0,1.2,2.8,26.10
2025-03-04,3.9,1.2,2.2,6.80
2025-03-05,6.2,1.6,3.8,0.60
2025-03-06,9.2,-1.3,3.9,0.00
2025-03-07,10.5,-1.5,4.1,0.00
2025-03-08,8.5,1.5,4.8,0.40
2025-03-09,11.3,-1.3,4.7,0.00
2025-03-10,13.3,-1.0,6.2,0.00
2025-03-11,14.5,-0.3,7.1,0.00
2025-03-12,14.9,3.0,8.5,0.00
2025-03-13,14.2,3.0,8.3,0.00
2025-03-14,18.0,2.8,10.2,0.00
2025-03-15,12.3,6.0,8.2,0.70
2025-03-16,6.9,-0.5,4.0,1.60
2025-03-17,6.6,-2.2,2.0,0.00
2025-03-18,3.6,-0.9,1.1,8.40
2025-03-19,6.6,-5.5,0.5,0.00
2025-03-20,13.3,-0.5,6.3,0.00
2025-03-21,18.4,5.9,10.6,0.00
2025-03-22,20.0,7.7,12.6,0.00
2025-03-23,23.2,7.0,14.1,0.00
2025-03-24,20.7,11.2,14.6,0.00
2025-03-25,23.8,8.0,13.6,0.00
2025-03-26,26.2,4.1,14.9,0.00
2025-03-27,19.6,8.2,15.4,1.70
2025-03-28,10.4,3.4,6.4,0.40
2025-03-29,7.3,-0.8,3.1,0.60
2025-03-30,6.8,-2.7,2.3,0.00
2025-03-31,12.8,1.0,6.5,0.00
2025-04-01,15.8,-0.1,7.8,0.00
2025-04-02,15.6,0.9,7.2,2.70
2025-04-03,15.9,0.1,7.7,0.00
2025-04-04,16.6,4.1,9.8,0.00
2025-04-05,13.8,5.1,8.4,9.80
2025-04-06,16.2,3.4,9.1,0.10
2025-04-07,19.9,4.2,12.3,0.00
2025-04-08,18.7,8.8,13.6,0.00
2025-04-09,20.8,4.1,11.7,1.00
2025-04-10,19.8,8.2,13.4,0.00
2025-04-11,24.3,5.8,14.7,0.00
2025-04-12,24.6,3.8,14.4,11.40
2025-04-13,9.5,1.3,5.4,6.80
2025-04-14,8.8,2.9,5.1,7.10
2025-04-15,13.8,1.3,7.4,0.00
2025-04-16,22.4,4.7,14.0,0.00
2025-04-17,26.9,14.5,20.4,0.00
2025-04-18,25.9,15.9,20.1,0.00
2025-04-19,26.4,14.9,19.4,4.40
2025-04-20,25.6,12.5,17.7,1.00
2025-04-21,28.3,12.2,19.8,0.00
2025-04-22,18.5,15.6,17.2,25.20
2025-04-23,23.3,11.3,17.1,0.00
2025-04-24,20.6,9.7,14.1,0.00
2025-04-25,17.4,7.0,11.7,0.00
2025-04-26,21.2,5.4,13.0,0.00
2025-04-27,23.9,11.3,16.3,0.00
2025-04-28,22.6,9.7,15.6,0.00
2025-04-29,21.4,6.0,14.2,0.00
2025-04-30,27.2,10.9,18.8,0.00
2025-05-01,22.9,11.7,16.1,7.90
2025-05-02,19.6,7.0,13.3,0.00
2025-05-03,15.8,8.4,11.9,7.70
2025-05-04,20.4,6.9,13.2,0.00
2025-05-05,17.0,5.5,12.7,0.90
2025-05-06,18.7,10.4,14.3,0.00
2025-05-07,22.1,7.8,14.7,0.00
2025-05-08,26.2,8.8,17.8,0.00
2025-05-09,19.3,12.1,15.6,15.00
2025-05-10,15.8,11.9,12.8,3.10
2025-05-11,20.0,10.8,14.6,2.50
2025-05-12,22.8,10.4,16.6,0.00
2025-05-13,24.9,13.0,19.2,0.00
2025-05-14,27.3,10.4,19.9,0.00
2025-05-15,23.5,18.3,20.6,3.40
2025-05-16,26.0,17.3,20.0,36.50
2025-05-17,25.2,14.5,19.1,2.90
2025-05-18,21.6,10.7,15.7,0.00
2025-05-19,22.3,10.4,17.9,0.10
2025-05-20,30.3,19.1,23.9,0.00
2025-05-21,31.2,20.1,25.1,0.60
2025-05-22,24.7,18.0,21.7,3.00
2025-05-23,24.3,15.1,18.9,0.00
2025-05-24,21.5,13.7,17.0,0.80
2025-05-25,24.2,11.6,17.6,0.10
2025-05-26,27.1,10.8,19.1,0.00
2025-05-27,27.7,13.0,20.3,0.00
2025-05-28,27.7,13.7,20.8,0.00
2025-05-29,27.5,13.7,20.0,0.90
2025-05-30,27.9,13.9,21.1,0.00
2025-05-31,27.8,12.7,20.7,0.00
2025-06-01,29.7,13.9,22.1,0.00
2025-06-02,21.6,17.7,19.6,1.10
2025-06-03,26.9,16.5,21.1,0.10
2025-06-04,27.6,14.5,20.7,0.00
2025-06-05,28.3,13.3,21.2,0.00
2025-06-06,29.7,19.1,24.0,0.00
2025-06-07,31.3,17.7,24.3,0.00
2025-06-08,32.5,20.5,25.0,0.30
2025-06-09,33.0,21.2,25.8,0.00
2025-06-10,29.5,18.7,23.7,0.00
2025-06-11,30.5,15.6,23.0,0.00
2025-06-12,33.4,17.3,25.2,0.00
2025-06-13,25.1,19.2,21.4,30.30
2025-06-14,27.4,18.8,22.5,56.70
2025-06-15,31.3,19.3,25.0,2.00
2025-06-16,27.5,22.0,23.7,11.00
2025-06-17,28.4,20.2,23.9,1.40
2025-06-18,29.3,19.9,24.2,0.00
2025-06-19,32.4,18.8,25.7,0.30
2025-06-20,25.5,23.6,24.5,37.10
2025-06-21,23.7,18.2,21.9,99.30
2025-06-22,27.7,16.8,21.9,1.60
2025-06-23,29.7,16.4,23.5,0.00
2025-06-24,25.1,19.3,21.7,26.40
2025-06-25,23.6,20.0,21.4,2.30
2025-06-26,27.4,19.5,22.6,0.70
2025-06-27,29.7,19.5,24.7,0.00
2025-06-28,30.8,22.3,26.1,9.90
2025-06-29,32.4,24.2,27.4,0.20
2025-06-30,32.3,24.1,27.7,0.00
2025-07-01,30.6,24.7,27.5,2.10
2025-07-02,32.3,24.9,28.1,0.00
2025-07-03,32.2,23.9,27.4,0.00
2025-07-04,30.9,23.4,26.8,0.10
2025-07-05,32.6,24.2,27.6,0.20
2025-07-06,33.2,24.7,28.4,0.10
2025-07-07,36.6,24.7,30.0,0.00
2025-07-08,36.1,26.1,30.5,1.00
2025-07-09,36.2,25.0,30.5,0.00
2025-07-10,35.9,24.3,29.8,0.00
2025-07-11,35.5,23.7,28.9,0.00
2025-07-12,35.4,21.8,28.6,0.00
2025-07-13,32.4,21.6,25.7,19.50
2025-07-14,29.1,19.9,23.1,20.90
2025-07-15,26.1,20.2,22.8,9.00
2025-07-16,25.6,22.0,23.2,22.90
2025-07-17,26.4,22.8,24.5,38.10
2025-07-18,30.3,22.2,25.2,7.80
2025-07-19,28.1,23.2,24.9,49.60
2025-07-20,32.5,23.7,27.8,0.70
2025-07-21,31.5,23.7,27.1,2.20
2025-07-22,31.8,23.8,27.3,3.50
2025-07-23,32.5,23.0,27.7,0.00
2025-07-24,34.4,23.4,29.0,0.00
2025-07-25,34.7,22.8,29.2,0.00
2025-07-26,35.8,23.5,29.9,0.20
2025-07-27,37.9,25.6,31.4,0.00
2025-07-28,36.8,25.8,31.4,0.30
2025-07-29,38.4,25.0,31.3,0.00
2025-07-30,37.6,25.2,31.2,0.20
2025-07-31,37.7,24.8,30.2,0.00
2025-08-01,36.8,23.6,30.6,0.00
2025-08-02,36.3,25.2,31.1,0.10
2025-08-03,32.9,24.1,28.5,23.30
2025-08-04,31.7,23.8,27.6,12.10
2025-08-05,32.2,24.2,27.9,0.50
2025-08-06,30.5,25.7,27.1,7.40
2025-08-07,30.2,23.4,26.6,1.50
2025-08-08,30.0,21.4,25.5,0.00
2025-08-09,26.1,22.5,24.2,3.60
2025-08-10,30.5,21.0,25.3,0.00
2025-08-11,27.7,21.4,24.2,7.20
2025-08-12,27.2,20.5,23.7,0.40
2025-08-13,30.4,23.4,26.5,7.60
2025-08-14,30.1,24.1,27.0,3.30
2025-08-15,31.3,24.9,27.7,1.40
2025-08-16,32.4,24.0,27.5,0.10
2025-08-17,31.7,24.1,27.5,0.50
2025-08-18,33.0,23.7,28.0,0.00
2025-08-19,32.3,25.4,28.3,1.70
2025-08-20,33.5,24.6,28.7,0.80
2025-08-21,35.0,24.1,29.5,0.60
2025-08-22,34.6,24.8,29.3,0.00
2025-08-23,36.4,23.9,29.7,0.00
2025-08-24,36.4,25.5,30.3,0.40
2025-08-25,36.0,25.1,29.6,1.30
2025-08-26,28.5,24.1,25.6,17.00
2025-08-27,31.4,22.1,26.6,0.10
2025-08-28,31.8,23.1,27.2,0.40
2025-08-29,32.4,24.7,28.1,0.40
2025-08-30,32.5,26.1,28.6,0.70
2025-08-31,32.8,24.3,28.0,1.90
2025-09-01,31.9,24.3,26.6,5.60
2025-09-02,29.5,22.2,25.3,2.30
2025-09-03,33.2,20.1,25.9,0.70
2025-09-04,29.1,23.9,25.9,3.60
2025-09-05,34.3,23.4,28.3,0.50
2025-09-06,31.6,24.8,27.8,3.00
2025-09-07,28.8,21.8,25.2,6.10
2025-09-08,25.5,17.9,22.2,0.10
2025-09-09,22.4,20.0,21.3,10.40
2025-09-10,28.8,20.2,23.8,0.00
2025-09-11,29.4,19.3,24.4,0.00
2025-09-12,25.4,21.5,22.6,10.50
2025-09-13,28.8,22.0,24.8,11.10
2025-09-14,28.7,21.2,24.6,0.40
2025-09-15,29.4,21.3,24.7,0.10
2025-09-16,28.9,22.6,25.2,5.00
2025-09-17,27.2,21.4,23.8,53.00
2025-09-18,25.1,19.5,21.5,1.70
2025-09-19,24.3,19.0,21.0,2.50
2025-09-20,23.5,18.3,20.6,45.80
2025-09-21,25.6,16.0,20.6,0.20
2025-09-22,23.3,17.7,20.1,0.00
2025-09-23,25.7,18.3,21.3,0.00
2025-09-24,28.2,18.9,22.9,4.40
2025-09-25,24.2,21.3,22.5,17.80
2025-09-26,26.4,17.5,21.2,0.00
2025-09-27,28.6,17.2,22.3,0.20
2025-09-28,23.6,18.6,21.4,21.40
2025-09-29,24.5,16.9,20.2,0.40
2025-09-30,23.7,15.1,18.8,0.00
2025-10-01,25.5,14.1,19.6,0.00
2025-10-02,25.2,16.5,20.2,0.00
2025-10-03,21.4,18.3,18.9,16.40
2025-10-04,25.8,18.6,21.6,3.20
2025-10-05,24.7,18.7,21.3,5.20
2025-10-06,22.4,19.0,20.3,10.10
2025-10-07,23.0,18.5,20.5,13.10
2025-10-08,25.2,18.6,21.5,0.50
2025-10-09,24.8,18.4,21.2,0.10
2025-10-10,26.7,18.1,21.3,0.00
2025-10-11,26.3,17.8,21.7,0.00
2025-10-12,24.2,19.5,21.5,0.50
2025-10-13,20.2,16.6,18.8,31.60
2025-10-14,21.9,16.3,18.7,20.20
2025-10-15,24.9,17.5,20.2,8.30
2025-10-16,23.2,17.6,19.9,30.00
2025-10-17,25.2,16.7,20.1,6.40
2025-10-18,19.1,14.6,17.1,22.10
2025-10-19,22.6,11.8,17.0,0.00
2025-10-20,15.7,6.0,11.0,0.00
2025-10-21,14.9,8.5,11.4,0.00
2025-10-22,19.2,7.3,12.9,0.00
2025-10-23,20.8,11.6,15.5,0.00
2025-10-24,20.8,10.1,14.9,0.00
2025-10-25,19.2,11.2,14.4,0.50
2025-10-26,17.2,10.9,13.1,0.50
2025-10-27,12.1,5.3,8.6,0.10
2025-10-28,13.4,4.0,8.4,0.00
2025-10-29,16.2,2.6,9.0,0.00
2025-10-30,16.9,3.0,10.1,0.00
2025-10-31,19.0,5.7,12.3,0.00
2025-11-01,16.8,10.3,12.8,1.10
2025-11-02,13.6,5.9,10.0,0.60
2025-11-03,13.4,0.2,6.3,0.00
2025-11-04,16.6,3.3,9.4,0.00
2025-11-05,17.8,3.8,10.2,0.00
2025-11-06,17.8,4.0,10.6,0.00
2025-11-07,20.2,5.4,12.3,0.00
2025-11-08,17.8,9.1,13.0,3.00
2025-11-09,17.5,9.2,12.8,0.00
2025-11-10,12.6,4.8,8.5,0.00
2025-11-11,13.6,3.0,7.6,0.00
2025-11-12,15.4,1.6,8.3,0.00
2025-11-13,17.0,4.1,9.6,0.00
2025-11-14,14.4,2.7,8.1,0.00
2025-11-15,15.8,3.4,8.8,0.00
2025-11-16,17.2,3.3,9.7,0.00
2025-11-17,11.4,2.5,5.6,0.10
2025-11-18,5.9,-1.8,2.1,0.00
2025-11-19,8.7,-0.4,3.8,0.00
2025-11-20,13.1,1.5,7.5,0.00
2025-11-21,11.5,2.1,6.4,0.00
2025-11-22,13.7,3.6,8.0,0.00
2025-11-23,14.7,5.8,9.6,0.00
2025-11-24,17.1,8.7,12.0,0.00
2025-11-25,10.6,5.4,7.8,6.00
2025-11-26,10.7,2.9,6.2,0.00
2025-11-27,10.4,2.0,5.5,6.90
2025-11-28,7.4,0.3,3.7,0.00
2025-11-29,12.7,-2.4,5.1,0.00
2025-11-30,17.2,8.2,11.9,0.00
2025-12-01,11.1,2.2,7.4,0.00
2025-12-02,5.0,-2.3,1.8,0.00
2025-12-03,-0.8,-6.6,-3.4,0.00
2025-12-04,2.1,-5.9,-2.0,0.80
2025-12-05,3.0,-7.2,-2.0,0.00
2025-12-06,9.1,-4.3,2.9,0.00
2025-12-07,13.8,4.4,8.6,0.10
2025-12-08,7.4,-0.2,4.3,0.00
2025-12-09,7.1,-1.9,1.9,0.00
2025-12-10,10.3,-1.1,3.9,0.00
2025-12-11,11.0,-0.9,6.1,2.20
2025-12-12,7.8,-3.1,1.8,0.00
2025-12-13,5.7,1.0,2.9,9.20
2025-12-14,3.8,-2.1,1.1,0.10
2025-12-15,6.7,-2.9,1.8,0.00
2025-12-16,9.9,1.4,5.9,0.10
2025-12-17,8.0,0.6,5.2,0.20
2025-12-18,7.4,-1.5,1.9,0.00
2025-12-19,14.4,-1.2,4.2,0.00
2025-12-20,12.5,4.2,8.2,1.90
2025-12-21,3.4,-2.9,-0.1,0.00
2025-12-22,6.5,-5.0,-0.7,0.00
2025-12-23,7.3,-3.4,1.2,9.10
2025-12-24,5.7,-0.5,2.8,3.30
2025-12-25,2.8,-5.3,-1.5,0.00
2025-12-26,-2.9,-9.7,-6.5,0.00
2025-12-27,2.4,-7.1,-1.9,0.00
2025-12-28,7.4,0.1,3.5,0.10
2025-12-29,9.5,2.1,5.2,2.90
2025-12-30,4.1,-3.4,0.0,0.00
2025-12-31,-0.4,-5.6,-3.3,0.00
2026-01-01,-1.9,-8.9,-5.8,0.00
2026-01-02,-2.1,-9.8,-6.0,0.00
2026-01-03,2.1,-8.4,-3.1,0.00
2026-01-04,6.1,-0.4,1.8,0.00
2026-01-05,2.8,-3.4,-0.4,0.00
2026-01-06,3.9,-6.4,-1.5,0.00
2026-01-07,4.7,-3.0,1.1,0.00
2026-01-08,-0.2,-6.6,-4.0,0.00
2026-01-09,5.4,-5.4,0.4,0.00
2026-01-10,6.2,-3.4,2.7,5.60
2026-01-11,-1.7,-8.6,-4.9,0.00
2026-01-12,3.6,-6.7,-1.4,0.00
2026-01-13,2.8,-4.4,-0.1,0.20
2026-01-14,5.3,-6.6,-0.8,0.00
2026-01-15,12.1,0.7,6.7,2.70
2026-01-16,10.6,-2.2,2.6,0.00
2026-01-17,5.9,-2.3,1.5,0.00
2026-01-18,8.2,-3.9,1.4,0.00
2026-01-19,2.0,-6.8,-1.1,0.70
2026-01-20,-2.0,-9.1,-6.4,0.00
2026-01-21,-3.9,-8.1,-6.8,0.00
2026-01-22,-3.0,-10.7,-7.2,0.00
2026-01-23,1.6,-7.7,-3.3,0.00
2026-01-24,-0.2,-8.3,-3.1,1.10
2026-01-25,0.7,-8.0,-4.2,0.00
2026-01-26,1.1,-8.6,-3.7,0.00
2026-01-27,1.2,-4.7,-2.2,0.00
2026-01-28,0.3,-7.1,-4.1,0.00
2026-01-29,2.2,-5.4,-2.9,0.10
2026-01-30,-0.5,-7.1,-4.7,0.00
2026-01-31,2.2,-7.8,-3.5,0.00
2026-02-01,3.2,-3.5,-1.1,0.30
2026-02-02,1.0,-4.0,-1.5,2.20
2026-02-03,4.2,-7.0,-1.7,0.00
2026-02-04,7.6,-2.9,1.8,0.00
2026-02-05,10.9,-0.7,4.1,0.00
2026-02-06,0.3,-6.4,-3.3,0.00
2026-02-07,-2.1,-8.2,-6.0,0.00
2026-02-08,-3.1,-9.1,-6.7,0.00
2026-02-09,3.9,-7.8,-2.2,0.00
2026-02-10,5.0,-2.7,0.6,0.40
2026-02-11,5.9,-1.2,2.1,0.30
2026-02-12,8.1,-2.9,1.7,0.00
2026-02-13,11.0,-1.2,3.9,0.00
2026-02-14,13.2,-0.1,5.4,0.00
2026-02-15,10.7,0.4,5.2,0.20
2026-02-16,6.6,-1.5,1.4,0.00
2026-02-17,7.6,-3.6,1.0,0.00
2026-02-18,8.6,-1.8,1.9,0.00
2026-02-19,7.6,-3.6,0.9,0.00
2026-02-20,12.5,-2.1,4.4,0.00
2026-02-21,16.9,3.5,9.2,0.00
2026-02-22,14.3,0.6,9.0,0.10
2026-02-23,8.2,-1.6,2.6,0.00
2026-02-24,1.4,-0.4,0.6,10.00
2026-02-25,10.7,-3.3,4.0,0.00
2026-02-26,12.5,1.4,7.0,0.00
2026-02-27,10.6,5.4,7.5,0.40
2026-02-28,13.9,-0.8,6.4,0.00
2026-03-01,12.9,4.6,8.1,0.00
2026-03-02,6.8,3.8,5.2,25.60
2026-03-03,12.7,2.9,6.8,1.30
2026-03-04,11.0,0.4,5.4,0.00
2026-03-05,14.7,-0.5,6.4,5.10
2026-03-06,6.9,-0.1,2.5,7.70
2026-03-07,6.0,-2.8,0.9,0.00
2026-03-08,7.9,-3.6,1.4,0.00
2026-03-09,7.3,-1.1,2.2,0.10
2026-03-10,9.1,-2.2,2.9,0.00
2026-03-11,10.3,-1.3,3.9,0.00
2026-03-12,11.6,-0.7,5.0,0.20
2026-03-13,11.6,-0.5,5.4,0.00
2026-03-14,13.1,-1.0,6.1,0.00
2026-03-15,9.9,3.6,6.3,0.30
2026-03-16,14.0,-0.7,6.5,0.00
2026-03-17,15.9,0.4,8.0,0.00
2026-03-18,8.7,4.5,6.3,9.80
2026-03-19,12.0,0.0,5.3,0.00
2026-03-20,13.6,-0.5,6.0,0.00
2026-03-21,15.8,-1.3,7.1,0.00
2026-03-22,17.4,2.6,9.0,0.00
2026-03-23,18.5,3.2,10.6,0.00
2026-03-24,18.6,4.4,11.4,0.00
2026-03-25,18.8,8.4,12.5,0.00
2026-03-26,21.8,4.8,12.3,0.00
2026-03-27,20.6,6.3,12.3,0.00
2026-03-28,20.8,6.2,12.2,0.00
2026-03-29,21.8,5.0,13.5,0.00
2026-03-30,20.7,7.3,13.4,10.80
2026-03-31,18.8,10.2,13.7,17.00
2026-04-01,16.4,8.1,12.4,5.60
2026-04-02,18.2,4.6,10.5,0.00
2026-04-03,21.6,6.8,14.0,0.20
2026-04-04,18.9,7.6,12.5,42.40
2026-04-05,17.1,6.4,10.6,0.00
2026-04-06,14.9,6.8,11.0,9.50
2026-04-07,12.9,2.7,7.3,0.00
2026-04-08,16.9,0.3,8.3,0.00
2026-04-09,15.4,6.3,10.7,14.80
2026-04-10,15.0,9.0,11.6,4.60
2026-04-11,18.3,8.1,12.6,0.00
2026-04-12,23.0,6.2,14.5,0.00
2026-04-13,26.6,8.2,17.1,0.00
2026-04-14,22.9,11.7,16.5,0.00
2026-04-15,25.2,10.5,17.3,0.00
2026-04-16,24.7,12.2,17.8,0.00
2026-04-17,18.7,11.5,14.3,0.50
2026-04-18,25.8,8.9,17.0,0.00
2026-04-19,27.5,12.1,19.5,0.00
2026-04-20,18.9,5.9,13.8,2.20
2026-04-21,19.4,3.3,11.3,0.00
2026-04-22,19.3,9.2,13.1,0.00
2026-04-23,22.0,8.4,15.1,0.00
2026-04-24,23.4,8.2,15.7,0.00
2026-04-25,26.2,6.9,16.6,0.00
2026-04-26,25.0,8.5,17.0,0.00
2026-04-27,24.7,10.1,16.8,0.00
2026-04-28,18.2,10.7,14.4,0.00
2026-04-29,19.3,8.3,14.0,0.00
2026-04-30,21.1,9.4,16.0,0.00
2026-05-01,23.3,10.9,15.9,1.40
2026-05-02,24.2,12.2,17.1,0.20
2026-05-03,15.6,11.6,13.7,10.40
2026-05-04,19.2,8.7,13.5,0.10
2026-05-05,21.2,6.5,13.9,0.00
2026-05-06,24.4,9.3,16.6,0.00
2026-05-07,23.2,10.4,16.7,0.70
2026-05-08,20.7,10.5,15.3,0.00
2026-05-09,23.2,7.4,15.6,0.00
2026-05-10,25.7,7.9,16.9,0.00
2026-05-11,25.6,13.1,18.4,1.40
2026-05-12,21.1,14.7,17.1,17.80
2026-05-13,26.4,12.7,19.1,0.00
2026-05-14,29.2,14.0,21.5,0.00
2026-05-15,29.9,13.4,21.6,0.00
2026-05-16,30.3,13.0,21.9,0.00
2026-05-17,30.1,14.2,22.4,0.00
2026-05-18,30.5,14.4,22.7,0.00
