latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
35.184532,129.03061,19.0,32400,Asia/Seoul,GMT+9

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm)
2025-06-23,28.4,18.4,23.2,0.00
2025-06-24,22.1,18.8,20.4,20.70
2025-06-25,24.8,19.8,22.0,8.20
2025-06-26,28.9,18.0,22.9,0.00
2025-06-27,30.4,20.1,24.9,0.00
2025-06-28,30.2,21.6,25.9,0.00
2025-06-29,30.9,22.9,26.4,0.00
2025-06-30,31.1,22.5,26.8,0.00
2025-07-01,31.4,22.9,27.1,0.00
2025-07-02,33.9,24.3,28.9,0.00
2025-07-03,33.9,24.4,29.2,0.00
2025-07-04,33.8,24.3,28.4,0.00
2025-07-05,34.7,24.3,28.6,0.00
2025-07-06,37.1,24.1,29.4,0.00
2025-07-07,36.5,25.5,30.4,0.00
2025-07-08,34.1,25.2,29.1,0.00
2025-07-09,32.3,24.2,27.7,0.00
2025-07-10,32.0,24.0,27.2,0.30
2025-07-11,30.2,23.5,26.3,0.00
2025-07-12,30.0,22.6,25.9,0.00
2025-07-13,31.9,22.5,26.2,29.30
2025-07-14,28.8,21.3,23.9,34.60
2025-07-15,27.3,20.0,23.5,3.10
2025-07-16,26.8,21.8,24.4,4.80
2025-07-17,28.0,22.0,25.1,20.50
2025-07-18,26.4,21.9,24.0,26.20
2025-07-19,26.4,23.2,24.2,26.70
2025-07-20,30.6,22.9,26.8,0.00
2025-07-21,29.5,24.0,26.8,1.80
2025-07-22,31.9,23.7,27.7,0.50
2025-07-23,32.6,23.7,27.9,0.40
2025-07-24,32.1,22.0,27.4,0.00
2025-07-25,31.9,25.1,28.3,0.00
2025-07-26,33.0,25.6,29.1,0.00
2025-07-27,33.1,26.6,29.6,0.00
2025-07-28,34.5,24.6,29.8,0.00
2025-07-29,34.3,24.1,29.1,0.00
2025-07-30,33.3,24.6,28.8,0.00
2025-07-31,33.7,24.4,28.9,0.00
2025-08-01,35.0,24.1,28.9,0.80
2025-08-02,35.4,24.1,29.5,0.90
2025-08-03,32.1,25.5,28.5,2.00
2025-08-04,30.7,25.6,28.0,12.60
2025-08-05,30.5,25.7,28.0,4.40
2025-08-06,31.2,26.1,28.1,4.00
2025-08-07,32.5,25.4,28.7,1.70
2025-08-08,30.2,22.8,26.2,0.40
2025-08-09,29.5,21.4,24.4,26.30
2025-08-10,27.5,21.5,23.5,69.80
2025-08-11,28.7,20.1,23.7,45.20
2025-08-12,23.7,21.0,22.3,35.60
2025-08-13,29.9,23.0,26.4,1.60
2025-08-14,30.7,24.0,27.3,2.00
2025-08-15,32.7,24.5,28.4,0.40
2025-08-16,32.3,25.0,28.6,0.10
2025-08-17,33.2,23.7,28.1,0.00
2025-08-18,32.5,23.9,27.8,0.20
2025-08-19,31.6,24.9,28.0,0.00
2025-08-20,31.8,24.5,28.1,0.90
2025-08-21,34.0,23.9,28.9,0.80
2025-08-22,33.5,25.0,29.4,0.90
2025-08-23,35.5,25.8,30.0,0.00
2025-08-24,35.0,24.9,29.5,0.60
2025-08-25,33.6,25.3,29.1,0.00
2025-08-26,32.2,25.4,28.6,0.60
2025-08-27,31.6,24.6,27.7,2.90
2025-08-28,32.1,23.9,27.9,0.20
2025-08-29,33.7,24.2,28.8,0.10
2025-08-30,34.9,25.0,29.8,0.00
2025-08-31,31.9,24.0,26.4,20.40
2025-09-01,28.1,24.0,25.9,14.80
2025-09-02,29.6,22.7,26.5,14.40
2025-09-03,30.4,22.2,25.9,0.80
2025-09-04,31.1,24.0,26.7,0.30
2025-09-05,31.8,23.5,26.6,0.50
2025-09-06,30.9,22.6,26.9,1.60
2025-09-07,32.5,25.7,28.2,4.50
2025-09-08,31.2,23.5,26.8,0.20
2025-09-09,26.9,20.0,22.9,15.00
2025-09-10,27.6,20.1,23.2,21.30
2025-09-11,27.2,21.0,23.9,0.00
2025-09-12,27.0,22.8,24.2,0.80
2025-09-13,28.2,21.9,25.1,6.10
2025-09-14,27.7,21.0,24.3,0.90
2025-09-15,30.2,22.9,25.8,5.00
2025-09-16,30.3,22.8,26.4,1.00
2025-09-17,30.8,24.1,26.6,0.80
2025-09-18,24.8,20.9,22.7,0.80
2025-09-19,24.8,20.3,22.2,0.00
2025-09-20,27.6,20.3,23.6,8.00
2025-09-21,25.1,17.9,21.0,0.00
2025-09-22,24.4,18.8,21.2,0.30
2025-09-23,24.7,18.6,21.6,0.00
2025-09-24,28.2,20.9,24.2,1.80
2025-09-25,24.9,21.7,23.1,12.60
2025-09-26,27.7,20.3,23.5,0.00
2025-09-27,26.6,19.8,22.5,0.30
2025-09-28,25.4,19.3,22.7,2.10
2025-09-29,25.8,18.6,21.2,0.00
2025-09-30,23.0,16.2,19.6,0.10
2025-10-01,27.2,15.2,20.8,0.00
2025-10-02,26.0,16.7,20.8,0.60
2025-10-03,20.1,18.2,19.1,58.90
2025-10-04,26.1,19.2,21.6,11.20
2025-10-05,26.1,18.5,21.9,1.60
2025-10-06,22.0,20.3,21.0,7.20
2025-10-07,25.6,20.0,22.3,2.50
2025-10-08,24.8,20.1,21.9,0.00
2025-10-09,23.1,19.1,20.6,0.00
2025-10-10,24.1,17.4,20.6,0.00
2025-10-11,27.3,17.5,21.7,0.00
2025-10-12,26.5,17.6,20.8,2.20
2025-10-13,23.8,17.7,20.4,2.60
2025-10-14,20.2,17.5,18.9,25.30
2025-10-15,23.7,18.2,20.5,0.00
2025-10-16,25.4,18.3,20.8,32.80
2025-10-17,23.2,18.1,20.3,0.10
2025-10-18,24.0,17.4,20.2,9.90
2025-10-19,19.8,15.8,17.6,0.30
2025-10-20,19.9,13.2,16.0,0.00
2025-10-21,16.9,13.3,14.8,0.00
2025-10-22,20.1,13.7,16.0,2.00
2025-10-23,19.9,13.6,16.2,0.60
2025-10-24,19.1,12.8,15.6,1.40
2025-10-25,21.7,13.8,16.6,0.20
2025-10-26,18.1,11.8,14.5,0.40
2025-10-27,13.6,6.3,10.0,0.00
2025-10-28,13.9,3.7,7.9,0.00
2025-10-29,16.1,3.4,9.4,0.00
2025-10-30,18.2,6.0,12.0,0.00
2025-10-31,19.2,8.8,13.1,0.00
2025-11-01,17.8,7.6,12.6,0.00
2025-11-02,16.5,7.2,11.2,0.00
2025-11-03,14.9,2.8,9.3,0.00
2025-11-04,18.4,8.0,12.6,0.00
2025-11-05,19.3,6.6,12.6,0.00
2025-11-06,20.5,8.2,13.8,0.00
2025-11-07,19.3,9.6,14.5,0.00
2025-11-08,18.0,12.9,15.3,5.90
2025-11-09,19.3,10.5,14.4,20.30
2025-11-10,14.0,5.0,9.8,0.00
2025-11-11,15.4,3.8,8.8,0.00
2025-11-12,16.9,5.4,10.6,0.00
2025-11-13,17.6,6.3,10.9,0.00
2025-11-14,17.0,3.8,9.8,0.00
2025-11-15,16.5,2.9,9.4,0.00
2025-11-16,17.6,4.3,10.6,0.00
2025-11-17,11.7,3.2,7.8,0.00
2025-11-18,7.7,0.3,3.2,0.00
2025-11-19,8.9,-1.0,3.1,0.00
2025-11-20,13.1,-0.8,5.8,0.00
2025-11-21,11.9,2.9,6.7,0.00
2025-11-22,13.6,0.8,6.5,0.00
2025-11-23,14.4,-0.6,6.8,0.00
2025-11-24,16.6,5.1,10.1,0.00
2025-11-25,12.9,3.6,7.7,0.80
2025-11-26,13.2,3.2,7.6,0.00
2025-11-27,14.0,6.3,8.8,1.00
2025-11-28,9.5,0.2,5.0,0.00
2025-11-29,12.4,-2.9,4.9,0.00
2025-11-30,18.3,5.2,11.8,0.00
2025-12-01,14.9,3.5,10.0,0.00
2025-12-02,10.6,1.6,5.4,0.00
2025-12-03,4.9,-3.2,0.4,0.00
2025-12-04,5.2,-4.2,-0.7,0.00
2025-12-05,4.9,-3.1,0.8,0.00
2025-12-06,7.9,-4.7,1.3,0.00
2025-12-07,13.1,-1.2,6.5,0.00
2025-12-08,9.8,1.6,6.2,0.00
2025-12-09,8.4,-1.8,2.5,0.00
2025-12-10,10.2,-1.5,3.4,0.00
2025-12-11,16.0,3.4,8.0,1.40
2025-12-12,7.6,0.9,4.9,0.10
2025-12-13,12.1,3.7,7.5,5.60
2025-12-14,6.5,0.3,3.0,0.00
2025-12-15,7.8,-1.9,2.2,0.00
2025-12-16,10.2,-3.3,3.6,0.00
2025-12-17,11.2,2.8,6.4,0.00
2025-12-18,10.9,-1.2,3.5,0.00
2025-12-19,14.6,0.1,7.0,0.00
2025-12-20,16.4,5.4,10.9,1.70
2025-12-21,11.1,-1.7,3.4,0.00
2025-12-22,9.6,-4.1,2.1,0.00
2025-12-23,12.7,-1.2,4.8,1.10
2025-12-24,9.1,6.1,7.2,17.80
2025-12-25,6.1,-3.7,1.9,0.00
2025-12-26,-1.7,-8.8,-4.9,0.00
2025-12-27,4.3,-5.9,-1.5,0.00
2025-12-28,8.3,-3.8,1.6,0.00
2025-12-29,11.8,0.3,5.5,0.10
2025-12-30,7.5,-1.1,2.7,0.00
2025-12-31,1.8,-4.5,-1.3,0.00
2026-01-01,-0.7,-6.4,-3.8,0.00
2026-01-02,0.2,-8.5,-4.3,0.00
2026-01-03,3.4,-6.0,-2.3,0.00
2026-01-04,7.5,-4.0,0.9,0.00
2026-01-05,5.9,-2.2,1.7,0.00
2026-01-06,7.2,-4.5,-0.1,0.00
2026-01-07,8.2,-3.2,1.7,0.00
2026-01-08,1.4,-5.8,-2.5,0.00
2026-01-09,5.1,-6.1,-0.9,0.00
2026-01-10,11.2,-0.4,6.1,0.00
2026-01-11,0.5,-5.2,-2.3,0.00
2026-01-12,4.4,-8.2,-2.0,0.00
2026-01-13,7.7,-2.0,3.7,0.00
2026-01-14,6.4,-4.2,0.5,0.00
2026-01-15,17.3,2.8,9.4,0.10
2026-01-16,15.1,-2.9,6.7,0.00
2026-01-17,13.5,0.1,5.8,0.00
2026-01-18,12.7,1.1,5.8,0.00
2026-01-19,7.1,-1.1,3.2,0.00
2026-01-20,5.4,-4.3,-0.6,0.00
2026-01-21,-0.2,-7.4,-4.0,0.00
2026-01-22,-1.0,-7.9,-4.8,0.00
2026-01-23,3.7,-6.3,-2.1,0.00
2026-01-24,2.9,-3.3,-0.8,0.00
2026-01-25,3.6,-5.2,-1.5,0.00
2026-01-26,6.0,-8.0,-1.0,0.00
2026-01-27,5.0,-2.5,0.4,0.00
2026-01-28,3.6,-4.7,-1.4,0.00
2026-01-29,4.8,-4.1,-0.8,0.00
2026-01-30,1.0,-6.1,-2.6,0.00
2026-01-31,6.0,-4.7,-0.6,0.00
2026-02-01,4.3,-5.1,-0.9,0.00
2026-02-02,3.7,-6.9,-1.5,0.60
2026-02-03,6.7,-5.0,-0.3,0.00
2026-02-04,9.5,-2.0,3.0,0.00
2026-02-05,12.3,-1.6,5.0,0.00
2026-02-06,8.4,-0.2,4.0,0.00
2026-02-07,2.8,-5.1,-1.0,0.00
2026-02-08,-1.1,-8.8,-4.9,0.00
2026-02-09,6.5,-6.4,-1.2,0.00
2026-02-10,3.7,-3.0,0.5,1.40
2026-02-11,9.3,-0.8,3.7,0.00
2026-02-12,10.9,-2.8,3.2,0.00
2026-02-13,12.2,-3.7,3.7,0.00
2026-02-14,15.2,-0.5,7.3,0.00
2026-02-15,18.4,0.6,9.3,0.00
2026-02-16,11.8,1.9,6.3,0.20
2026-02-17,12.0,-0.2,6.2,0.00
2026-02-18,11.7,-2.6,4.4,0.00
2026-02-19,11.1,-2.7,4.4,0.00
2026-02-20,13.6,-1.1,6.5,0.00
2026-02-21,15.3,1.6,9.1,0.00
2026-02-22,19.6,7.2,14.0,0.10
2026-02-23,12.9,-0.2,5.9,0.00
2026-02-24,8.5,0.7,3.6,24.30
2026-02-25,10.1,3.8,7.5,0.30
2026-02-26,10.7,7.6,8.8,0.00
2026-02-27,9.7,5.4,7.3,6.70
2026-02-28,9.6,2.5,6.3,0.00
2026-03-01,10.3,7.2,8.3,0.00
2026-03-02,8.3,6.8,7.5,28.70
2026-03-03,9.7,4.8,7.4,3.20
2026-03-04,13.0,1.9,6.5,0.00
2026-03-05,12.3,2.0,7.2,0.00
2026-03-06,11.7,2.2,7.1,3.70
2026-03-07,8.1,-2.1,2.7,0.00
2026-03-08,9.5,-3.8,3.0,0.00
2026-03-09,10.0,0.2,4.3,0.00
2026-03-10,9.7,-2.6,3.8,0.00
2026-03-11,11.9,-0.6,5.3,0.00
2026-03-12,11.7,1.5,6.0,0.60
2026-03-13,8.8,2.2,5.1,0.20
2026-03-14,12.5,0.2,5.9,0.00
2026-03-15,14.2,1.7,7.7,0.00
2026-03-16,12.7,3.1,8.2,0.20
2026-03-17,14.2,2.8,9.0,0.20
2026-03-18,10.5,7.6,8.8,5.40
2026-03-19,15.6,3.4,8.6,0.00
2026-03-20,15.9,3.6,8.7,0.00
2026-03-21,15.7,4.4,10.0,0.00
2026-03-22,16.4,4.2,9.9,0.00
2026-03-23,17.8,4.3,10.6,0.00
2026-03-24,14.7,6.4,10.6,0.00
2026-03-25,13.5,6.6,10.4,1.50
2026-03-26,19.9,4.8,11.6,0.00
2026-03-27,22.0,5.8,14.0,0.00
2026-03-28,19.8,9.8,13.8,0.00
2026-03-29,19.4,6.6,12.9,0.00
2026-03-30,20.5,8.3,13.2,10.60
2026-03-31,17.0,11.0,13.3,9.80
2026-04-01,14.1,10.3,11.7,2.90
2026-04-02,19.1,7.6,12.8,1.30
2026-04-03,19.1,7.4,13.4,0.60
2026-04-04,19.0,10.8,14.5,43.10
2026-04-05,16.9,7.7,12.2,0.00
2026-04-06,18.9,9.0,14.1,17.50
2026-04-07,14.0,5.6,9.8,0.00
2026-04-08,15.4,1.9,9.4,0.00
2026-04-09,15.9,8.5,12.4,57.00
2026-04-10,21.6,11.4,16.9,1.90
2026-04-11,21.0,7.8,14.5,0.00
2026-04-12,18.4,11.4,14.9,0.00
2026-04-13,22.4,11.5,16.2,0.00
2026-04-14,17.4,13.0,14.7,0.00
2026-04-15,22.2,10.9,15.3,0.00
2026-04-16,17.7,10.5,13.5,0.00
2026-04-17,19.4,10.7,14.0,9.10
2026-04-18,21.9,13.3,16.6,10.20
2026-04-19,22.4,14.1,17.6,0.10
2026-04-20,22.0,13.0,17.2,0.00
2026-04-21,20.9,8.1,13.9,0.00
2026-04-22,16.9,11.3,13.5,1.70
2026-04-23,16.5,11.1,13.2,4.30
2026-04-24,18.6,10.1,13.6,0.00
2026-04-25,21.6,8.8,14.9,0.00
2026-04-26,22.7,9.4,16.3,0.00
2026-04-27,23.9,12.9,17.5,0.00
2026-04-28,23.0,13.1,17.4,0.00
2026-04-29,18.8,10.4,14.4,0.00
2026-04-30,16.7,11.7,14.0,2.30
2026-05-01,22.3,9.2,14.4,13.10
2026-05-02,23.5,10.9,16.9,0.00
2026-05-03,16.2,12.5,14.8,23.60
2026-05-04,19.9,10.2,14.6,0.00
2026-05-05,19.7,7.8,14.0,0.00
2026-05-06,21.4,9.1,15.2,0.00
2026-05-07,22.5,11.3,17.2,0.00
2026-05-08,23.1,13.8,18.1,0.50
2026-05-09,23.8,8.7,16.0,0.00
2026-05-10,22.4,9.6,16.7,0.00
2026-05-11,23.2,12.1,18.0,0.00
2026-05-12,20.7,15.2,17.1,4.80
2026-05-13,23.9,12.2,18.2,0.00
2026-05-14,24.7,13.0,18.8,0.00
2026-05-15,25.0,13.5,18.8,0.00
2026-05-16,29.5,10.2,20.6,0.00
2026-05-17,30.9,15.5,23.1,0.00
2026-05-18,29.6,14.9,22.5,0.00
2026-05-19,27.4,15.2,22.0,0.00
2026-05-20,20.4,15.6,17.0,45.40
2026-05-21,21.7,15.9,18.2,14.00
2026-05-22,21.4,15.6,17.9,0.00
2026-05-23,21.2,15.5,17.2,1.00
2026-05-24,23.6,13.8,18.5,0.00
2026-05-25,28.0,17.2,22.1,1.80
2026-05-26,26.4,18.7,22.4,8.10
2026-05-27,22.4,19.2,20.1,11.40
2026-05-28,27.9,18.9,22.9,2.80
2026-05-29,25.0,17.8,21.1,0.80
2026-05-30,30.6,14.9,22.8,0.00
2026-05-31,31.2,16.3,24.2,0.00
2026-06-01,29.4,18.1,23.5,2.70
2026-06-02,21.4,19.2,20.1,28.30
2026-06-03,26.5,17.9,21.8,1.10
2026-06-04,23.8,19.1,21.2,0.20
2026-06-05,28.2,18.0,22.9,0.00
2026-06-06,25.6,15.3,21.1,0.00
2026-06-07,26.6,19.5,21.5,3.10
2026-06-08,22.1,17.9,19.7,3.70
2026-06-09,23.1,16.3,19.6,4.10
2026-06-10,28.1,15.2,21.5,0.50
2026-06-11,28.2,16.6,22.1,0.90
2026-06-12,29.1,16.7,22.8,0.00
2026-06-13,28.9,17.3,23.4,0.00
2026-06-14,28.8,17.7,23.2,0.00
2026-06-15,27.6,18.6,23.2,0.00
2026-06-16,27.8,18.8,23.3,0.00
2026-06-17,28.8,20.1,24.6,0.10
2026-06-18,29.8,21.8,25.2,3.50
2026-06-19,27.8,22.5,24.4,7.80
2026-06-20,26.8,22.5,23.9,30.80
2026-06-21,25.7,19.5,22.2,1.80
2026-06-22,22.6,18.7,19.7,1.70
2026-06-23,22.4,18.1,19.6,0.60
2026-06-24,21.2,18.5,19.7,3.40
2026-06-25,26.2,19.4,22.0,8.00
2026-06-26,24.2,18.7,21.2,2.30
2026-06-27,25.3,16.7,20.5,0.00
2026-06-28,26.0,15.6,20.6,0.00
2026-06-29,26.6,16.7,21.5,0.00
2026-06-30,26.5,18.5,22.2,0.00
2026-07-01,21.9,18.9,20.4,61.80
2026-07-02,25.8,18.4,21.7,3.30
2026-07-03,26.2,18.9,22.5,0.30
2026-07-04,27.9,21.1,22.9,15.10
2026-07-05,24.4,21.9,23.1,12.10
2026-07-06,29.1,22.5,25.0,4.00
2026-07-07,28.6,23.5,25.4,5.00
2026-07-08,28.2,23.3,25.4,0.10
2026-07-09,28.9,23.9,25.8,0.30
2026-07-10,30.8,23.2,26.8,0.10
2026-07-11,33.8,24.1,28.6,0.00
2026-07-12,31.5,25.5,28.4,0.00
2026-07-13,30.8,25.7,27.9,2.30
2026-07-14,29.8,25.6,27.2,3.40
2026-07-15,31.9,25.3,28.3,1.30
2026-07-16,35.1,23.9,28.9,0.10
2026-07-17,32.7,25.8,28.3,7.30
2026-07-18,31.9,25.4,27.7,1.10
2026-07-19,31.9,25.5,28.0,4.70
2026-07-20,32.4,24.2,28.0,14.50
2026-07-21,31.9,25.3,28.7,0.30
2026-07-22,34.0,26.3,29.7,0.10
2026-07-23,33.9,26.2,29.5,0.60
2026-07-24,35.5,25.6,30.0,0.00
2026-07-25,36.0,25.3,30.3,0.00
2026-07-26,36.2,27.1,31.1,7.40
2026-07-27,36.0,26.1,31.0,0.50
2026-07-28,37.6,27.5,32.4,0.30
2026-07-29,39.1,28.7,33.8,0.00
2026-07-30,39.6,26.9,33.2,0.00
2026-07-31,39.6,26.4,33.0,0.00
2026-08-01,40.2,27.8,34.1,0.00
2026-08-02,40.1,28.5,33.4,0.00
2026-08-03,35.9,27.9,31.5,0.00
2026-08-04,34.7,27.6,30.4,1.30
2026-08-05,33.5,26.2,29.2,0.00
2026-08-06,34.7,25.1,29.2,0.00
2026-08-07,35.6,25.8,30.3,0.00
2026-08-08,33.7,26.6,29.6,3.50
2026-08-09,30.6,24.5,26.9,2.50
2026-08-10,29.6,24.2,26.1,3.10
2026-08-11,29.8,22.5,25.2,0.00
2026-08-12,30.1,21.1,25.6,0.10
2026-08-13,30.9,22.7,25.9,3.60
2026-08-14,31.8,21.5,26.5,0.00
2026-08-15,31.4,22.5,26.6,4.20
2026-08-16,24.5,22.9,23.6,145.50
2026-08-17,26.2,23.3,24.2,183.30
2026-08-18,29.0,23.4,25.7,14.50
2026-08-19,30.7,24.4,27.1,2.10
2026-08-20,31.8,23.3,27.3,3.20
2026-08-21,31.1,24.2,26.9,5.60
2026-08-22,30.8,24.6,27.3,5.50
2026-08-23,33.1,24.7,28.4,0.70
2026-08-24,33.4,24.3,28.8,0.20
2026-08-25,32.8,24.7,28.9,2.20
2026-08-26,34.3,23.4,28.9,1.50
2026-08-27,33.4,24.0,27.1,17.30
2026-08-28,27.1,24.3,25.3,34.70
2026-08-29,29.7,25.1,26.9,5.90
