latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
35.184532,129.03061,19.0,32400,Asia/Seoul,GMT+9

time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm)
2022-01-01,4.8,-6.2,-1.6,0.00
2022-01-02,9.2,-5.3,0.2,0.00
2022-01-03,7.1,-3.9,0.0,0.00
2022-01-04,6.9,-4.5,0.2,0.00
2022-01-05,7.8,-3.7,2.1,1.00
2022-01-06,8.1,-1.1,3.5,0.00
2022-01-07,8.3,-4.6,0.9,0.00
2022-01-08,8.5,-5.7,0.5,0.00
2022-01-09,9.1,-2.1,2.6,0.00
2022-01-10,10.0,-3.0,3.2,0.00
2022-01-11,4.4,-5.0,0.2,0.00
2022-01-12,1.8,-7.7,-3.6,0.00
2022-01-13,1.2,-4.9,-2.4,0.00
2022-01-14,3.7,-7.6,-2.9,0.00
2022-01-15,7.3,-3.8,0.3,0.00
2022-01-16,8.1,-2.8,1.3,0.00
2022-01-17,4.5,-4.6,-0.8,0.00
2022-01-18,2.7,-6.9,-2.6,0.00
2022-01-19,5.4,-5.9,-0.7,0.00
2022-01-20,5.4,-6.1,-0.7,0.00
2022-01-21,6.7,-5.4,0.1,0.00
2022-01-22,9.5,-2.2,3.6,0.00
2022-01-23,11.2,1.7,6.2,0.00
2022-01-24,8.3,1.6,5.6,0.00
2022-01-25,8.8,-0.7,4.0,0.00
2022-01-26,9.1,-0.4,3.7,0.00
2022-01-27,10.0,-1.4,3.5,0.00
2022-01-28,7.5,-2.1,1.9,0.00
2022-01-29,6.3,-2.0,1.2,0.00
2022-01-30,7.4,-2.9,1.4,0.00
2022-01-31,8.0,-4.4,1.0,0.00
2022-02-01,5.7,-3.0,0.9,0.00
2022-02-02,5.6,-3.8,0.4,0.00
2022-02-03,5.7,-2.4,0.8,0.00
2022-02-04,5.9,-3.5,0.2,0.00
2022-02-05,2.0,-6.8,-2.7,0.00
2022-02-06,4.5,-5.6,-1.4,0.00
2022-02-07,4.5,-4.5,-0.1,0.00
2022-02-08,7.6,-3.3,1.8,0.00
2022-02-09,9.3,-2.4,3.4,0.00
2022-02-10,11.1,1.8,5.5,0.00
2022-02-11,11.0,-3.7,3.5,0.00
2022-02-12,12.0,0.1,5.3,0.00
2022-02-13,11.5,4.5,7.1,0.80
2022-02-14,12.4,3.3,7.1,0.70
2022-02-15,5.4,-2.9,1.4,0.00
2022-02-16,2.3,-6.2,-2.7,0.00
2022-02-17,1.1,-8.7,-4.2,0.00
2022-02-18,5.7,-6.2,-0.0,0.00
2022-02-19,6.9,0.6,2.8,2.40
2022-02-20,2.1,-5.8,-1.8,0.00
2022-02-21,6.9,-6.0,-0.4,0.00
2022-02-22,4.2,-4.8,-0.4,0.00
2022-02-23,3.2,-5.5,-1.5,0.00
2022-02-24,7.0,-6.1,-0.5,0.00
2022-02-25,10.7,-4.1,2.5,0.00
2022-02-26,11.1,-3.2,4.5,0.00
2022-02-27,12.5,-1.3,5.6,0.00
2022-02-28,13.3,-1.4,6.3,0.00
2022-03-01,16.9,6.4,10.1,4.20
2022-03-02,12.0,-1.5,5.4,0.00
2022-03-03,13.2,-2.0,5.5,0.00
2022-03-04,13.6,-0.2,7.1,0.00
2022-03-05,10.5,2.2,6.8,0.00
2022-03-06,9.6,-3.7,2.8,0.00
2022-03-07,10.3,-0.5,5.0,0.00
2022-03-08,14.9,-2.3,6.7,0.00
2022-03-09,16.2,-0.2,8.0,0.00
2022-03-10,15.6,2.7,9.4,0.00
2022-03-11,17.4,5.7,12.1,0.10
2022-03-12,20.4,8.5,14.0,1.20
2022-03-13,15.7,11.9,14.3,12.90
2022-03-14,13.7,8.9,11.3,0.30
2022-03-15,15.8,2.8,9.5,0.00
2022-03-16,19.8,4.1,11.4,0.00
2022-03-17,10.8,8.0,9.6,3.50
2022-03-18,8.3,4.0,6.8,28.20
2022-03-19,8.8,3.4,5.0,5.30
2022-03-20,10.0,1.7,5.8,0.20
2022-03-21,12.2,1.7,7.2,0.30
2022-03-22,14.0,4.4,8.0,0.80
2022-03-23,11.8,3.7,7.2,0.20
2022-03-24,16.7,1.5,8.7,0.00
2022-03-25,16.2,6.7,12.4,0.90
2022-03-26,17.7,9.8,14.6,41.20
2022-03-27,17.6,6.0,11.7,0.00
2022-03-28,11.0,4.0,7.8,0.00
2022-03-29,15.5,3.1,9.3,0.00
2022-03-30,16.9,5.7,11.5,1.70
2022-03-31,14.1,7.5,11.0,2.00
2022-04-01,11.8,5.3,8.3,0.00
2022-04-02,13.4,2.1,8.2,0.10
2022-04-03,15.0,3.3,9.2,0.10
2022-04-04,17.2,3.5,10.4,0.00
2022-04-05,17.9,4.2,11.2,0.00
2022-04-06,20.1,5.7,12.6,0.00
2022-04-07,19.9,6.3,13.1,3.30
2022-04-08,17.0,5.6,12.2,0.00
2022-04-09,20.6,7.7,14.5,0.00
2022-04-10,21.6,10.1,15.9,0.00
2022-04-11,21.0,13.6,17.1,0.00
2022-04-12,23.4,14.3,18.2,0.10
2022-04-13,15.6,10.6,13.2,0.80
2022-04-14,13.3,9.8,11.0,2.20
2022-04-15,16.3,8.7,11.4,0.00
2022-04-16,16.7,5.7,11.1,0.00
2022-04-17,22.1,5.5,13.7,0.00
2022-04-18,23.4,9.8,15.8,0.00
2022-04-19,22.7,8.9,16.3,0.00
2022-04-20,23.7,9.2,16.9,0.00
2022-04-21,16.4,10.6,13.5,7.40
2022-04-22,20.3,7.9,14.2,0.00
2022-04-23,20.5,12.3,16.1,0.00
2022-04-24,26.0,13.2,18.3,0.00
2022-04-25,26.3,12.7,18.7,0.50
2022-04-26,20.3,16.4,18.1,93.60
2022-04-27,18.5,12.6,15.6,0.00
2022-04-28,18.4,11.4,14.5,0.00
2022-04-29,13.0,9.8,11.5,21.80
2022-04-30,15.5,7.6,11.8,0.20
2022-05-01,18.2,9.3,13.2,0.00
2022-05-02,18.9,7.2,12.6,4.30
2022-05-03,18.2,5.4,12.3,0.00
2022-05-04,19.8,7.8,14.1,0.00
2022-05-05,21.6,9.9,16.2,0.00
2022-05-06,24.2,13.5,19.1,0.00
2022-05-07,26.2,13.4,18.5,0.00
2022-05-08,18.1,13.5,15.2,0.00
2022-05-09,18.3,12.8,14.8,0.00
2022-05-10,19.0,12.1,15.2,1.50
2022-05-11,23.4,12.4,18.2,0.70
2022-05-12,21.2,16.0,18.3,5.00
2022-05-13,19.8,13.9,16.3,0.40
2022-05-14,24.1,12.5,18.3,0.10
2022-05-15,20.7,12.9,16.2,0.00
2022-05-16,23.9,11.9,17.1,0.00
2022-05-17,25.6,11.0,18.7,0.00
2022-05-18,26.9,12.9,20.1,0.00
2022-05-19,25.3,15.2,20.1,0.00
2022-05-20,25.2,15.9,20.0,0.00
2022-05-21,26.7,14.2,20.7,0.40
2022-05-22,31.1,15.4,23.5,0.00
2022-05-23,26.1,15.9,21.3,0.00
2022-05-24,28.8,16.9,23.1,0.00
2022-05-25,28.4,17.5,22.4,0.00
2022-05-26,28.1,17.9,22.0,0.00
2022-05-27,29.9,15.2,23.0,0.00
2022-05-28,30.3,16.0,23.1,0.00
2022-05-29,28.6,16.2,23.0,0.00
2022-05-30,24.8,18.6,21.5,0.90
2022-05-31,27.6,16.8,21.7,0.00
2022-06-01,28.5,18.3,22.4,0.00
2022-06-02,26.6,15.5,20.9,0.00
2022-06-03,27.8,16.5,21.8,0.00
2022-06-04,24.2,16.6,20.0,0.00
2022-06-05,20.0,16.3,17.8,29.60
2022-06-06,23.1,15.3,18.4,20.80
2022-06-07,19.7,12.9,16.5,2.00
2022-06-08,20.7,14.1,17.0,1.00
2022-06-09,22.1,12.9,17.6,0.00
2022-06-10,23.9,14.3,19.5,0.00
2022-06-11,24.3,18.0,20.4,0.20
2022-06-12,24.1,15.8,19.4,0.00
2022-06-13,21.0,16.7,18.7,0.70
2022-06-14,18.6,17.0,17.8,23.40
2022-06-15,23.3,16.6,19.7,0.70
2022-06-16,27.0,17.9,21.7,0.10
2022-06-17,25.7,17.7,21.8,0.00
2022-06-18,27.6,21.1,23.9,0.00
2022-06-19,27.8,19.9,23.4,0.00
2022-06-20,28.5,20.1,23.9,0.00
2022-06-21,28.8,21.8,24.6,0.30
2022-06-22,29.9,21.1,24.9,0.00
2022-06-23,26.0,22.2,24.0,2.10
2022-06-24,25.3,22.6,23.5,32.60
2022-06-25,25.7,21.6,23.3,4.90
2022-06-26,25.3,21.9,23.3,2.80
2022-06-27,24.4,21.2,22.7,14.70
2022-06-28,26.8,23.5,24.9,1.00
2022-06-29,26.2,23.4,24.4,6.00
2022-06-30,28.6,23.4,25.6,2.40
2022-07-01,30.9,23.4,26.7,0.00
2022-07-02,32.3,22.6,27.0,0.00
2022-07-03,30.7,23.5,27.1,0.60
2022-07-04,30.7,23.9,26.9,1.90
2022-07-05,30.6,24.3,26.8,10.30
2022-07-06,28.9,24.3,26.4,7.10
2022-07-07,29.8,25.1,27.2,0.60
2022-07-08,29.3,25.0,26.7,9.40
2022-07-09,31.8,24.2,27.2,0.90
2022-07-10,29.5,24.4,26.4,0.80
2022-07-11,26.4,23.6,24.9,16.90
2022-07-12,27.9,22.4,24.3,7.30
2022-07-13,25.9,21.5,23.5,1.90
2022-07-14,32.4,23.7,27.2,2.50
2022-07-15,31.9,22.3,26.4,0.50
2022-07-16,30.9,21.9,26.4,1.20
2022-07-17,31.0,23.0,26.4,0.40
2022-07-18,25.3,20.6,23.5,75.50
2022-07-19,28.1,23.2,25.1,3.50
2022-07-20,31.1,22.7,26.4,0.80
2022-07-21,31.1,23.1,26.3,6.40
2022-07-22,29.9,22.0,24.6,4.90
2022-07-23,26.4,21.3,23.7,1.20
2022-07-24,28.9,23.2,25.3,14.20
2022-07-25,28.3,22.4,25.1,2.00
2022-07-26,28.9,23.1,25.1,0.10
2022-07-27,29.0,21.5,25.1,0.00
2022-07-28,30.3,23.6,26.5,0.10
2022-07-29,31.0,24.4,27.5,0.10
2022-07-30,30.0,25.1,26.9,0.80
2022-07-31,27.7,25.4,26.5,16.60
2022-08-01,30.6,25.4,27.6,4.60
2022-08-02,28.7,25.0,26.6,10.50
2022-08-03,30.2,24.5,27.2,5.90
2022-08-04,31.4,24.3,27.7,3.90
2022-08-05,31.5,24.6,27.9,2.90
2022-08-06,32.7,26.0,29.0,2.90
2022-08-07,31.7,25.8,28.4,1.50
2022-08-08,31.6,26.7,28.7,0.00
2022-08-09,30.3,26.5,28.0,0.10
2022-08-10,30.5,26.2,27.7,1.00
2022-08-11,29.1,25.6,26.9,5.30
2022-08-12,32.9,24.7,28.1,12.20
2022-08-13,31.7,25.2,27.8,7.50
2022-08-14,31.6,24.9,27.9,4.30
2022-08-15,31.7,26.6,28.6,2.40
2022-08-16,28.1,24.3,26.4,9.40
2022-08-17,25.4,22.9,24.0,39.30
2022-08-18,27.8,20.1,23.9,0.90
2022-08-19,29.6,21.2,25.7,0.00
2022-08-20,28.4,24.7,26.5,22.00
2022-08-21,28.8,22.2,25.3,0.00
2022-08-22,29.5,18.9,24.3,0.00
2022-08-23,30.6,21.8,25.8,1.40
2022-08-24,23.4,21.3,22.6,18.70
2022-08-25,27.9,18.8,23.2,0.00
2022-08-26,28.3,20.4,23.8,0.00
2022-08-27,27.8,19.4,23.2,0.00
2022-08-28,25.3,18.1,21.4,0.00
2022-08-29,27.7,19.0,22.6,0.00
2022-08-30,25.8,20.3,22.7,10.00
2022-08-31,24.4,21.0,22.6,22.60
2022-09-01,24.9,19.9,21.8,3.90
2022-09-02,22.2,19.8,21.2,31.10
2022-09-03,23.8,21.2,22.4,8.70
2022-09-04,28.7,22.2,25.1,0.90
2022-09-05,27.8,24.2,26.1,9.20
2022-09-06,26.7,19.4,24.3,77.10
2022-09-07,28.1,15.1,21.3,0.00
2022-09-08,25.8,16.3,21.1,0.00
2022-09-09,26.0,18.1,21.7,0.00
2022-09-10,24.0,20.3,21.7,0.20
2022-09-11,27.3,20.2,23.2,0.00
2022-09-12,26.2,20.6,22.9,1.00
2022-09-13,26.7,21.4,23.3,5.10
2022-09-14,26.7,21.6,23.5,0.00
2022-09-15,26.4,21.7,23.4,0.00
2022-09-16,28.4,21.8,24.5,0.00
2022-09-17,28.4,21.1,24.6,1.80
2022-09-18,29.9,22.2,25.5,34.30
2022-09-19,25.8,18.6,23.1,57.10
2022-09-20,21.3,16.6,18.7,0.00
2022-09-21,20.6,13.7,17.2,0.00
2022-09-22,22.7,13.7,18.3,0.00
2022-09-23,25.4,14.7,20.1,0.00
2022-09-24,24.0,13.0,18.0,0.00
2022-09-25,22.0,15.9,18.5,0.70
2022-09-26,23.1,16.7,19.1,0.80
2022-09-27,23.8,17.6,19.9,0.10
2022-09-28,24.7,16.8,20.3,0.20
2022-09-29,25.8,14.0,19.6,0.00
2022-09-30,26.1,13.9,19.6,0.00
2022-10-01,28.6,14.3,20.3,0.00
2022-10-02,25.5,16.1,20.9,0.00
2022-10-03,26.2,21.9,23.9,3.70
2022-10-04,24.9,16.7,22.1,4.80
2022-10-05,19.1,15.9,17.0,0.70
2022-10-06,19.6,15.6,17.1,2.70
2022-10-07,21.0,14.4,16.4,2.20
2022-10-08,19.2,13.4,15.9,0.00
2022-10-09,18.0,14.4,15.8,4.50
2022-10-10,16.9,10.7,13.8,0.00
2022-10-11,17.5,9.1,12.7,0.00
2022-10-12,19.9,6.8,14.0,0.00
2022-10-13,20.8,12.7,16.5,0.00
2022-10-14,21.3,12.3,16.2,0.00
2022-10-15,22.4,12.5,17.1,0.00
2022-10-16,23.7,13.4,18.1,0.00
2022-10-17,21.0,9.7,15.4,0.00
2022-10-18,17.0,6.3,11.0,0.00
2022-10-19,17.2,5.7,10.5,0.00
2022-10-20,19.6,4.5,12.2,0.00
2022-10-21,20.6,7.9,14.6,0.00
2022-10-22,23.1,13.0,17.1,0.10
2022-10-23,21.3,9.7,15.2,0.00
2022-10-24,17.1,8.2,12.4,0.00
2022-10-25,16.9,7.1,11.9,0.00
2022-10-26,18.0,7.5,13.0,0.00
2022-10-27,21.3,8.9,15.0,0.00
2022-10-28,20.9,8.8,14.4,0.00
2022-10-29,18.1,11.5,14.5,0.10
2022-10-30,17.2,11.5,14.0,0.30
2022-10-31,18.8,9.6,13.8,0.00
2022-11-01,21.6,8.7,14.3,0.00
2022-11-02,20.5,6.4,13.4,0.00
2022-11-03,20.6,6.5,13.2,0.00
2022-11-04,14.2,5.5,9.6,0.00
2022-11-05,15.2,2.3,8.0,0.00
2022-11-06,16.3,1.7,9.3,0.00
2022-11-07,17.4,3.0,10.0,0.00
2022-11-08,19.3,4.2,11.3,0.00
2022-11-09,18.6,5.4,11.6,0.00
2022-11-10,21.4,4.9,12.6,0.00
2022-11-11,20.4,11.5,15.1,0.00
2022-11-12,21.9,10.6,16.4,5.30
2022-11-13,20.7,12.7,16.7,5.90
2022-11-14,13.6,7.8,11.8,0.00
2022-11-15,13.7,4.8,9.0,0.00
2022-11-16,15.3,3.7,8.9,0.00
2022-11-17,15.1,5.2,9.5,0.00
2022-11-18,17.3,4.4,10.1,0.00
2022-11-19,18.5,9.7,13.2,0.00
2022-11-20,16.5,10.3,13.2,0.00
2022-11-21,18.7,6.5,12.0,0.00
2022-11-22,16.3,8.8,12.2,5.70
2022-11-23,18.0,9.5,12.8,0.00
2022-11-24,15.8,5.8,9.6,0.00
2022-11-25,16.4,3.9,9.9,0.00
2022-11-26,17.0,6.4,10.6,0.00
2022-11-27,15.5,2.3,8.5,0.00
2022-11-28,20.7,9.6,16.0,2.40
2022-11-29,19.0,7.5,14.7,12.40
2022-11-30,6.6,-3.3,0.2,0.00
2022-12-01,1.7,-3.8,-1.6,0.00
2022-12-02,4.6,-3.1,-0.1,0.00
2022-12-03,7.7,-2.5,2.9,0.00
2022-12-04,7.6,0.5,3.6,0.00
2022-12-05,5.7,-1.9,0.8,0.00
2022-12-06,6.9,-3.5,1.1,0.00
2022-12-07,9.7,-0.3,4.5,0.00
2022-12-08,10.5,-2.5,3.1,0.00
2022-12-09,12.3,-1.8,4.3,0.00
2022-12-10,12.3,-1.7,5.2,0.20
2022-12-11,9.1,1.7,4.9,0.00
2022-12-12,12.1,1.0,5.3,2.90
2022-12-13,8.8,-1.4,3.8,0.00
2022-12-14,2.2,-6.1,-2.3,0.00
2022-12-15,4.1,-6.1,-1.4,0.00
2022-12-16,3.6,-2.7,0.6,0.00
2022-12-17,2.8,-4.7,-1.2,0.00
2022-12-18,-0.8,-7.2,-4.7,0.00
2022-12-19,1.9,-7.3,-3.5,0.00
2022-12-20,4.8,-5.1,-1.4,0.00
2022-12-21,6.2,-2.0,1.5,14.30
2022-12-22,0.9,-5.7,-1.8,0.20
2022-12-23,-1.7,-7.9,-5.3,0.00
2022-12-24,3.7,-9.9,-4.2,0.00
2022-12-25,4.8,-5.0,-1.4,0.00
2022-12-26,5.5,-3.8,-0.5,0.00
2022-12-27,7.0,-4.6,-0.0,0.00
2022-12-28,5.8,-2.9,0.1,0.00
2022-12-29,4.7,-3.9,-0.7,0.00
2022-12-30,4.7,-5.0,-0.8,0.00
2022-12-31,6.0,-3.4,0.0,0.00
2023-01-01,7.3,-4.9,0.4,0.00
2023-01-02,3.9,-3.7,-0.2,0.00
2023-01-03,4.2,-4.6,-1.2,0.00
2023-01-04,6.5,-4.1,-0.3,0.00
2023-01-05,7.2,-4.8,0.4,0.00
2023-01-06,7.9,-3.3,1.7,0.00
2023-01-07,7.9,-1.0,3.1,0.00
2023-01-08,8.9,-3.0,1.8,0.00
2023-01-09,12.7,-0.5,4.5,0.00
2023-01-10,10.0,-1.3,3.7,0.00
2023-01-11,11.1,-1.6,4.4,0.00
2023-01-12,14.0,-2.3,6.2,1.10
2023-01-13,15.1,11.8,13.6,61.00
2023-01-14,12.5,7.4,9.9,1.40
2023-01-15,7.8,0.6,5.5,3.10
2023-01-16,4.6,-3.4,-0.6,0.00
2023-01-17,4.3,-5.1,-1.0,0.00
2023-01-18,5.2,-2.8,0.4,0.00
2023-01-19,4.8,-5.0,-0.4,0.00
2023-01-20,5.6,-3.4,0.8,0.00
2023-01-21,3.5,-6.4,-2.3,0.00
2023-01-22,6.3,-5.0,0.4,0.20
2023-01-23,9.4,-3.0,2.8,0.00
2023-01-24,1.3,-10.5,-6.1,0.00
2023-01-25,-2.0,-13.6,-8.5,0.00
2023-01-26,5.0,-8.9,-2.4,0.00
2023-01-27,0.8,-5.8,-2.5,0.10
2023-01-28,1.0,-8.6,-4.4,0.00
2023-01-29,4.6,-5.1,-0.9,0.00
2023-01-30,4.9,-3.7,-0.1,0.00
2023-01-31,7.3,-6.2,0.6,0.00
2023-02-01,13.0,0.6,5.1,0.00
2023-02-02,7.5,-3.8,1.4,0.00
2023-02-03,8.0,-1.5,2.2,0.00
2023-02-04,6.1,-3.6,0.6,0.00
2023-02-05,8.5,-5.3,0.7,0.00
2023-02-06,9.6,-5.1,2.5,0.00
2023-02-07,12.5,1.7,6.4,0.00
2023-02-08,11.7,-0.1,5.0,0.00
2023-02-09,10.0,-0.5,5.1,2.00
2023-02-10,10.7,0.6,6.0,22.30
2023-02-11,10.2,-2.4,3.8,0.00
2023-02-12,12.2,-2.1,4.8,1.90
2023-02-13,8.0,3.2,6.4,2.80
2023-02-14,10.2,1.6,4.9,0.00
2023-02-15,4.9,1.6,2.9,0.00
2023-02-16,8.2,1.7,4.5,0.00
2023-02-17,10.3,-1.8,4.5,0.70
2023-02-18,14.4,5.3,8.8,4.90
2023-02-19,10.9,2.3,8.0,2.30
2023-02-20,8.2,-3.3,1.8,0.00
2023-02-21,5.9,-5.3,0.2,0.00
2023-02-22,8.6,-2.5,3.6,0.00
2023-02-23,12.3,3.3,6.9,1.60
2023-02-24,12.6,3.6,7.0,0.00
2023-02-25,8.7,-2.8,3.0,0.00
2023-02-26,9.6,-4.6,2.6,0.00
2023-02-27,12.4,-4.0,4.2,0.00
2023-02-28,13.0,0.5,6.8,0.00
2023-03-01,10.8,4.4,7.7,2.90
2023-03-02,8.1,-1.5,3.3,0.00
2023-03-03,12.5,-3.0,4.0,0.00
2023-03-04,14.8,-1.6,6.6,0.00
2023-03-05,13.8,2.5,8.3,0.00
2023-03-06,16.0,1.8,8.7,0.00
2023-03-07,17.4,2.4,9.8,0.00
2023-03-08,17.3,5.7,11.5,0.00
2023-03-09,19.3,9.3,14.2,0.50
2023-03-10,18.9,7.1,12.7,0.00
2023-03-11,21.8,7.3,13.6,0.00
2023-03-12,18.0,4.1,12.4,9.10
2023-03-13,10.3,-1.6,4.0,0.00
2023-03-14,12.7,0.8,7.3,0.00
2023-03-15,16.4,6.4,11.9,3.90
2023-03-16,16.0,5.4,10.4,0.00
2023-03-17,12.9,6.3,8.9,0.20
2023-03-18,15.3,6.8,10.0,0.00
2023-03-19,16.7,2.2,9.4,0.00
2023-03-20,16.4,4.4,10.4,0.00
2023-03-21,17.7,7.9,12.4,0.40
2023-03-22,19.7,10.9,14.9,7.60
2023-03-23,16.2,13.4,14.7,36.60
2023-03-24,13.5,9.1,11.9,5.00
2023-03-25,14.8,8.2,10.4,1.00
2023-03-26,15.5,8.0,10.5,2.30
2023-03-27,15.5,4.1,9.5,0.00
2023-03-28,16.1,2.0,9.6,0.00
2023-03-29,17.0,4.3,11.1,0.00
2023-03-30,20.5,6.1,13.0,0.00
2023-03-31,23.0,8.7,14.9,0.00
2023-04-01,19.4,7.9,13.5,0.00
2023-04-02,18.5,9.1,13.3,0.00
2023-04-03,17.6,9.6,12.9,0.00
2023-04-04,18.6,9.6,14.3,1.10
2023-04-05,15.8,14.0,14.8,46.40
2023-04-06,15.3,8.2,11.9,0.40
2023-04-07,18.6,8.3,12.5,9.10
2023-04-08,15.1,2.4,8.8,0.00
2023-04-09,16.7,1.7,9.6,0.00
2023-04-10,16.9,5.4,11.6,0.00
2023-04-11,20.7,11.8,16.2,0.20
2023-04-12,18.5,8.0,13.2,0.00
2023-04-13,19.8,5.4,12.8,0.00
2023-04-14,17.7,8.7,13.2,4.40
2023-04-15,16.2,9.9,13.2,2.80
2023-04-16,15.8,6.8,10.8,2.70
2023-04-17,17.4,4.5,11.2,0.00
2023-04-18,19.4,10.2,15.7,5.90
2023-04-19,18.6,14.7,16.6,2.80
2023-04-20,26.3,13.5,18.8,0.00
2023-04-21,18.2,11.4,15.8,0.00
2023-04-22,15.4,10.7,12.6,0.00
2023-04-23,15.7,9.0,11.9,0.00
2023-04-24,14.0,10.6,12.2,0.00
2023-04-25,12.0,9.3,10.6,14.90
2023-04-26,18.7,6.8,12.2,0.10
2023-04-27,17.8,6.0,12.5,0.00
2023-04-28,19.2,8.0,14.6,0.30
2023-04-29,20.2,12.7,16.7,20.70
2023-04-30,19.2,7.8,13.7,0.00
2023-05-01,21.4,9.1,14.8,0.00
2023-05-02,20.9,8.6,15.0,0.00
2023-05-03,19.5,11.3,15.7,0.40
2023-05-04,20.4,13.6,16.8,6.60
2023-05-05,20.0,16.1,18.0,57.00
2023-05-06,18.8,11.5,15.4,47.30
2023-05-07,13.4,10.1,11.8,10.60
2023-05-08,18.1,6.9,12.5,0.00
2023-05-09,23.1,7.1,14.9,0.00
2023-05-10,23.7,10.2,16.6,0.00
2023-05-11,20.3,11.9,15.8,0.00
2023-05-12,20.9,10.7,16.1,0.70
2023-05-13,16.4,13.0,14.9,15.80
2023-05-14,21.3,10.1,16.4,0.00
2023-05-15,23.6,12.0,17.9,0.00
2023-05-16,25.1,13.4,18.8,0.00
2023-05-17,24.7,13.2,19.7,0.00
2023-05-18,20.5,15.6,18.2,21.40
2023-05-19,21.8,15.3,17.8,8.10
2023-05-20,22.5,12.7,17.2,0.00
2023-05-21,25.8,13.9,20.0,0.00
2023-05-22,21.9,14.4,17.0,3.70
2023-05-23,22.3,10.7,16.4,0.00
2023-05-24,21.6,11.6,16.8,0.00
2023-05-25,22.0,13.2,17.9,0.00
2023-05-26,22.3,15.3,18.9,1.20
2023-05-27,24.4,16.6,20.5,1.60
2023-05-28,21.2,18.2,20.0,7.10
2023-05-29,22.8,18.7,20.6,60.90
2023-05-30,21.3,17.0,18.7,17.30
2023-05-31,22.3,15.6,18.5,0.00
2023-06-01,20.2,14.3,17.6,64.20
2023-06-02,29.4,17.6,22.1,6.40
2023-06-03,24.3,15.4,20.0,0.00
2023-06-04,26.8,15.8,20.7,0.00
2023-06-05,26.1,17.0,21.4,0.00
2023-06-06,22.0,17.2,19.2,0.20
2023-06-07,25.2,15.4,20.2,0.00
2023-06-08,22.8,17.5,19.7,0.20
2023-06-09,25.8,16.3,20.5,0.00
2023-06-10,25.2,17.1,21.1,0.00
2023-06-11,24.6,18.0,21.2,3.70
2023-06-12,25.8,19.0,21.6,2.30
2023-06-13,25.1,18.4,21.5,2.00
2023-06-14,25.2,18.1,21.6,9.50
2023-06-15,24.3,15.6,19.8,11.90
2023-06-16,28.5,16.6,22.5,0.00
2023-06-17,28.0,18.2,23.2,0.00
2023-06-18,30.9,19.7,24.5,0.00
2023-06-19,29.0,19.2,23.4,0.00
2023-06-20,27.0,18.6,22.1,0.40
2023-06-21,23.8,20.4,21.7,31.50
2023-06-22,26.0,19.9,22.5,2.50
2023-06-23,26.3,19.4,22.3,0.40
2023-06-24,26.3,18.9,21.7,0.00
2023-06-25,24.5,18.4,21.3,36.50
2023-06-26,24.8,20.8,22.9,24.70
2023-06-27,25.5,21.9,23.5,15.50
2023-06-28,27.2,20.3,23.2,63.40
2023-06-29,26.0,22.4,23.8,6.90
2023-06-30,25.6,21.9,23.4,15.90
2023-07-01,25.6,20.8,22.7,1.60
2023-07-02,28.9,19.9,23.8,0.00
2023-07-03,26.9,22.4,24.3,0.40
2023-07-04,26.9,20.8,23.3,14.20
2023-07-05,31.5,22.7,26.0,38.10
2023-07-06,28.9,19.6,23.9,0.00
2023-07-07,25.4,19.3,22.9,20.60
2023-07-08,25.9,20.3,22.9,20.20
2023-07-09,28.2,21.7,24.5,1.60
2023-07-10,27.2,22.3,24.8,1.30
2023-07-11,26.0,22.7,24.0,6.40
2023-07-12,27.5,22.0,24.0,122.50
2023-07-13,25.9,22.7,24.3,20.30
2023-07-14,26.0,23.6,24.9,21.80
2023-07-15,29.0,23.7,26.1,6.90
2023-07-16,29.1,22.7,24.7,38.20
2023-07-17,29.0,23.2,25.9,7.70
2023-07-18,26.3,23.1,24.3,65.60
2023-07-19,27.3,22.0,24.0,7.50
2023-07-20,29.1,21.1,24.4,0.30
2023-07-21,28.5,21.6,24.7,0.00
2023-07-22,28.2,21.6,24.6,0.70
2023-07-23,27.9,24.2,25.8,7.80
2023-07-24,28.0,24.2,25.7,5.80
2023-07-25,28.7,23.9,25.9,3.70
2023-07-26,29.8,23.7,26.3,2.70
2023-07-27,32.1,23.2,27.7,0.00
2023-07-28,32.2,25.0,28.5,0.10
2023-07-29,33.4,24.5,28.8,0.00
2023-07-30,31.6,25.0,28.1,0.00
2023-07-31,33.0,24.2,28.3,0.80
2023-08-01,32.3,24.3,28.2,0.00
2023-08-02,33.0,24.4,28.7,0.00
2023-08-03,33.8,24.9,29.5,0.00
2023-08-04,34.2,25.6,29.6,0.00
2023-08-05,33.5,25.6,29.6,0.00
2023-08-06,34.0,26.3,29.8,0.10
2023-08-07,34.7,26.2,29.6,0.00
2023-08-08,33.3,25.3,28.4,0.00
2023-08-09,26.6,24.3,25.6,28.20
2023-08-10,26.6,23.6,25.4,115.80
2023-08-11,28.8,23.4,26.0,2.40
2023-08-12,29.6,24.3,26.4,2.40
2023-08-13,30.4,21.5,25.6,0.10
2023-08-14,30.7,23.4,26.3,0.60
2023-08-15,31.8,22.8,26.6,0.00
2023-08-16,27.8,23.3,25.0,0.90
2023-08-17,27.5,22.6,25.0,0.80
2023-08-18,28.9,23.0,25.5,22.30
